2018-12-27 18:53:43+00:00; rafinhabastos; @OtakuAlgum Hahehhshhshs; 121; 2; 0; 0; https://twitter.com/rafinhabastos/status/1078363313400995841; None; None
2018-03-13 13:16:49+00:00; rafinhabastos; @celenaferreira2 🙌; 15; 1; 1; 1; https://twitter.com/rafinhabastos/status/973548436560732160; None; None
2018-03-13 05:56:16+00:00; rafinhabastos; @leticiapearljam Pbeeeeenssss!!!; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/973437569273868288; None; None
2018-03-13 05:54:25+00:00; rafinhabastos; @ste_mendes 🙌; 12; 0; 0; 0; https://twitter.com/rafinhabastos/status/973437101697064961; None; None
2018-03-12 17:38:56+00:00; rafinhabastos; Minha mãe diz que nunca fiz nada sério... nunca. Abri um perfil no Linkedin. E aí? Quem é o zoeirão agora?; 902; 18; 52; 5; https://twitter.com/rafinhabastos/status/973252011469701120; None; None
2018-03-12 00:21:31+00:00; rafinhabastos; Nasce mais um partido político? Celebridade veste camiseta em apoio a uma causa? Intriga na casa do BBB? https://t.co/8jfTJAkD3X; 699; 14; 172; 21; https://twitter.com/rafinhabastos/status/972990938137186305; None; None
2018-03-11 14:16:53+00:00; rafinhabastos; O dia que meu filho apresentou meu show (também conhecido como o dia que entendi que meu filho fala devagar quando tá nervoso). https://t.co/6KNjKEOsCW; 1741; 29; 52; 2; https://twitter.com/rafinhabastos/status/972838777822605312; None; None
2018-03-11 14:04:02+00:00; rafinhabastos; @walves_br_sg Esse pullover ta apertadinho nessa barriguinha de cocô, campeão.; 12; 1; 0; 0; https://twitter.com/rafinhabastos/status/972835543536078850; None; None
2018-03-11 09:13:17+00:00; rafinhabastos; Sexy bagarai. https://t.co/wzbpo6J81p; 585; 13; 102; 13; https://twitter.com/rafinhabastos/status/972762374850646017; None; None
2018-03-11 07:07:33+00:00; rafinhabastos; @CarlaDauden @NALIP_org 👏👏👏👏👏👏; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/972730732090191872; None; None
2018-03-11 06:40:31+00:00; rafinhabastos; @Lallicah @nicolauvrau 😧; 1; 2; 0; 0; https://twitter.com/rafinhabastos/status/972723928291532801; None; None
2018-03-10 21:13:58+00:00; rafinhabastos; A seção QUEM SEGUIR que o twitter joga na timeline devia mudar para PESSOAS QUE VC ODEIA. É só os maldito ali.; 756; 17; 88; 9; https://twitter.com/rafinhabastos/status/972581349642076160; None; None
2018-03-10 08:11:54+00:00; rafinhabastos; Quando a vida te puxa o tapete, sorria. https://t.co/gmbhWOFMeU; 3695; 24; 1307; 94; https://twitter.com/rafinhabastos/status/972384539132784640; None; None
2018-03-10 08:00:13+00:00; rafinhabastos; @bczzfps Obrigado Otávio! Espero que tenha sido um aniversário legal!; 98; 1; 1; 0; https://twitter.com/rafinhabastos/status/972381596132179968; None; None
2018-03-10 07:56:04+00:00; rafinhabastos; @MauroNakada Maureza... obrigado pela visita bro! Prazerzaço te receber, meu velho. Volte sempre. Só gritar.; 111; 2; 1; 0; https://twitter.com/rafinhabastos/status/972380552627150853; None; None
2018-03-09 16:30:49+00:00; rafinhabastos; Jovem: Um dia vc vai se dar conta do quão patético é carregar estas bandeirinhas q vc carrega hj. Você vai olhar pra trás e sentir vergonha. Abraço.; 2843; 60; 405; 48; https://twitter.com/rafinhabastos/status/972147707694415872; None; None
2018-03-08 19:15:34+00:00; rafinhabastos; @Superbruna @lucianopotter Graças a deus; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/971826777399144454; None; None
2018-03-08 15:11:44+00:00; rafinhabastos; @sergioriibeiro Total. Sou muito lacrante; 38; 1; 0; 0; https://twitter.com/rafinhabastos/status/971765415117512705; None; None
2018-03-08 14:20:03+00:00; rafinhabastos; Os cara tudo lacrando no dia das mulheres. Falando bonito na Internet e na vida pessoal tratando que nem gado. Tô ligado nessa hipocrisia aí.; 11165; 114; 3807; 300; https://twitter.com/rafinhabastos/status/971752411219062784; None; None
2018-03-08 14:14:04+00:00; rafinhabastos; Poesia... por Fátima Bernardes (via @femedeirostt). https://t.co/hn3XKbTJ4W; 666; 49; 147; 46; https://twitter.com/rafinhabastos/status/971750903681376256; None; None
2018-03-08 13:52:53+00:00; rafinhabastos; @lucianopotter Uma pena saber que no fim da gravação o sinal abriu e essa moça foi atropelada. Triste isso.; 15; 1; 1; 0; https://twitter.com/rafinhabastos/status/971745571747885056; None; None
2018-03-08 13:46:05+00:00; rafinhabastos; @Tonkiel Ja nao ficou caraio; 62; 1; 2; 0; https://twitter.com/rafinhabastos/status/971743863483363329; None; None
2018-03-07 09:10:27+00:00; rafinhabastos; @katenash 🙌; 3; 1; 1; 0; https://twitter.com/rafinhabastos/status/971312108494360576; None; None
2018-03-07 03:27:12+00:00; rafinhabastos; @cauemoura Mano... o q é isso!?; 163; 4; 1; 0; https://twitter.com/rafinhabastos/status/971225728510504961; None; None
2018-03-06 23:42:49+00:00; rafinhabastos; Eu tentando pegar as oportunidades que a vida me oferece. https://t.co/KG3yN12eEW; 2683; 68; 1028; 131; https://twitter.com/rafinhabastos/status/971169259274547200; None; None
2018-03-05 05:04:24+00:00; rafinhabastos; Cinema pra mim é ‘O Exterminador do Futuro’. O resto é novelinha.; 1384; 45; 86; 8; https://twitter.com/rafinhabastos/status/970525412400025600; None; None
2018-03-04 16:51:40+00:00; rafinhabastos; Interessante a moça do Instagram q fala: “Ñ importa se vc tem um corpo perfeito... o q importa é vc estar feliz com vc mesma”. Aí vc olha as foto da pessôa e ela passa 19h por dia na academia, tem nutri, dermato e apoio de 27 marcas de suplemento. Aí é fácil, querida.; 8792; 106; 1646; 89; https://twitter.com/rafinhabastos/status/970341014601981952; None; None
2018-03-04 07:58:57+00:00; rafinhabastos; @mairamedeiros Pegando fogo; 317; 4; 7; 0; https://twitter.com/rafinhabastos/status/970206950163210240; None; None
2018-03-04 04:26:54+00:00; rafinhabastos; @Jefinho_Farao mano... o que vc fez foi épico. Absolutamente sensacional.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/970153586368933888; None; None
2018-03-03 22:57:16+00:00; rafinhabastos; Quinta: No sábado... baladinha! Sexta: Amanhã balada monstra! Sábado: https://t.co/TOEZZebsfs; 1153; 14; 270; 36; https://twitter.com/rafinhabastos/status/970070631726440448; None; None
2018-03-03 21:28:59+00:00; rafinhabastos; @mariana_godoy @andrefran Mano... graçasadeusos!!!; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/970048414418337794; None; None
2018-03-03 14:30:28+00:00; rafinhabastos; “Confia no repertório”, disse o funkeiro mito pro produtor antes de entrar ao vivo na Record. https://t.co/954D2GSwyg; 3687; 141; 1030; 214; https://twitter.com/rafinhabastos/status/969943093683408896; None; None
2018-03-03 14:12:54+00:00; rafinhabastos; O Brasil precisava mesmo de crítica política com embasamento e credibilidade. Agora vai! 👏👏👏 https://t.co/bCevjg0F6p; 956; 69; 80; 7; https://twitter.com/rafinhabastos/status/969938672534671361; None; None
2018-03-03 14:02:27+00:00; rafinhabastos; @MariMoon Kelly Key.; 147; 8; 1; 0; https://twitter.com/rafinhabastos/status/969936039673585664; None; None
2018-03-03 07:51:37+00:00; rafinhabastos; Nos tts tem #QueroBrasilSemGlobo. Vou levantar uma tag que pode resolver o problema de maneira simples: #QueroControleRemoto.; 1701; 51; 306; 24; https://twitter.com/rafinhabastos/status/969842719999889408; None; None
2018-03-03 06:57:28+00:00; rafinhabastos; Quando eu decido lutar contra tudo e ir em busca dos meus sonhos. https://t.co/KdVhKgY007; 1390; 25; 457; 30; https://twitter.com/rafinhabastos/status/969829091070406657; None; None
2018-03-02 16:18:40+00:00; rafinhabastos; EXCLUSIVO: Polícia camufla drone de nuvenzinha e corporação retoma o comando do Morro do Jotalhão. Operação bem-sucedida! https://t.co/81P9oNV72M; 347; 12; 41; 5; https://twitter.com/rafinhabastos/status/969607932701761536; None; None
2018-03-02 15:11:03+00:00; rafinhabastos; O povo tá com o Alckmin! https://t.co/2tvGQMMxpQ; 1015; 44; 137; 13; https://twitter.com/rafinhabastos/status/969590915621969920; None; None
2018-03-02 07:47:47+00:00; rafinhabastos; @lucasinutilismo Não tinha pensado nisso. Obrigado pela observação. Importante ponto levantado.; 99; 1; 0; 0; https://twitter.com/rafinhabastos/status/969479364680196098; None; None
2018-03-02 04:56:06+00:00; rafinhabastos; Ñ entendo pq vcs magros simplesmente não comem pizza o dia inteiro... a vida toda. Ñ entendo.; 2276; 103; 337; 60; https://twitter.com/rafinhabastos/status/969436162044678144; None; None
2018-03-02 04:45:14+00:00; rafinhabastos; Hahhehahe! Q fiadaputagi! https://t.co/U1AeyBi1a8; 377; 25; 60; 12; https://twitter.com/rafinhabastos/status/969433424154054656; None; None
2018-03-02 04:42:59+00:00; rafinhabastos; @juzao I should have known better. Jim Diamond.; 20; 2; 0; 1; https://twitter.com/rafinhabastos/status/969432858808012800; None; None
2018-03-01 23:19:06+00:00; rafinhabastos; Ô... não quero ser o chatão, mas essa babaquice de compartilhar foto de mulher nua sem autorização dela tem que acabar. Internet já existe há mais de 20 anos pra vc saber o q é certo e deixar de ser trouxa.; 3691; 65; 579; 31; https://twitter.com/rafinhabastos/status/969351351040913409; None; None
2018-03-01 22:36:12+00:00; rafinhabastos; Gravâmo boas conversa hoje pro Ilha. https://t.co/Vdq509e3D8; 843; 21; 21; 8; https://twitter.com/rafinhabastos/status/969340554893983744; None; None
2018-03-01 22:30:35+00:00; rafinhabastos; @qqtaacontecenoo @vini_skrrr @cauemoura @pecesiqueira Manos... o Cauê é um cara daora. Acabou de pagar um refri. Repensem aí.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/969339139899392000; None; None
2018-03-01 07:33:02+00:00; rafinhabastos; @rodrigocosma @braian Uhahehwheh; 8; 0; 0; 0; https://twitter.com/rafinhabastos/status/969113267787485189; None; None
2018-03-01 07:30:14+00:00; rafinhabastos; @naosalvo Caralho... acabei de ver que vc tinha achado. 😒; 37; 2; 1; 0; https://twitter.com/rafinhabastos/status/969112560732659712; None; None
2018-03-01 07:29:37+00:00; rafinhabastos; @naosalvo Corra que a polícia vem aí. Quando o Frank Drebbin vai transar com a mulher (Priscilla Presley). Acho que é a sequencia da cena paródia de Ghost em que eles estão fazendo vaso na argila.; 115; 2; 1; 0; https://twitter.com/rafinhabastos/status/969112407481225216; None; None
2018-03-01 07:08:49+00:00; rafinhabastos; @naosalvo @MauroNakada 😂😂😂; 82; 3; 0; 0; https://twitter.com/rafinhabastos/status/969107171135901697; None; None
2018-02-28 23:15:54+00:00; rafinhabastos; Parabéns pelo lindo casamento, meu amigo @whindersson. Que vocês sejam felizes para SEMPRE (tb conhecido como um período de 3 a 5 anos).; 3641; 67; 159; 69; https://twitter.com/rafinhabastos/status/968988157751459840; None; None
2018-02-28 21:29:22+00:00; rafinhabastos; Tá se achando incrível aí, né campeão? https://t.co/5wlFKh3gFh https://t.co/H67rVR16eY; 535; 16; 111; 7; https://twitter.com/rafinhabastos/status/968961346590138369; None; None
2018-02-28 17:41:56+00:00; rafinhabastos; @NetflixBrasil O monstro tá saindo da jaula; 119; 4; 1; 1; https://twitter.com/rafinhabastos/status/968904111960797185; None; None
2018-02-28 14:05:16+00:00; rafinhabastos; @alynealc1 Agree.; 6; 0; 0; 0; https://twitter.com/rafinhabastos/status/968849584721154048; None; None
2018-02-28 07:22:04+00:00; rafinhabastos; @tiagosplitter @NeneHilario42 @NBA Honduras; 16; 2; 0; 0; https://twitter.com/rafinhabastos/status/968748117028982785; None; None
2018-02-28 07:21:27+00:00; rafinhabastos; @chorinhobastos @YouTube Nunca; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/968747963047645185; None; None
2018-02-28 06:19:20+00:00; rafinhabastos; @sxmoel Q video é esse?; 11; 1; 0; 0; https://twitter.com/rafinhabastos/status/968732332827009025; None; None
2018-02-27 22:34:05+00:00; rafinhabastos; SIM!!! Vai ter Ultimate @Beastmaster temporada 3. E TEM BRASIL NO PÁREO! Eu já treinando tipo monstro. Vâmo!!! @NetflixBrasil @netflix @broome88 https://t.co/TQbX7vhSMn; 513; 34; 39; 22; https://twitter.com/rafinhabastos/status/968615247396458502; None; None
2018-02-27 17:15:46+00:00; rafinhabastos; @RitaLisauskas 😂😂😂; 6; 0; 0; 0; https://twitter.com/rafinhabastos/status/968535138022952961; None; None
2018-02-27 16:33:24+00:00; rafinhabastos; @RitaLisauskas https://t.co/fGeZwag0jf; 28; 2; 4; 0; https://twitter.com/rafinhabastos/status/968524479927287809; None; None
2018-02-27 16:32:05+00:00; rafinhabastos; @karinyukilopes @TheLaughFactory ❤️; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/968524145918169088; None; None
2018-02-26 14:42:33+00:00; rafinhabastos; O melhor vine de todos. https://t.co/x1Fgj2pEQq; 805; 12; 163; 23; https://twitter.com/rafinhabastos/status/968134194835722241; None; None
2018-02-26 01:53:47+00:00; rafinhabastos; Confesso q tô meio emocionado lendo os comentários no vídeo do meu stand-up lá nos EUA. É animal ter uma galera torcendo por vc. Alguma coisa devo ter feito certo nessa minha bizarra e controversa carreirinha. https://t.co/xm5gXle1Ci; 625; 33; 13; 4; https://twitter.com/rafinhabastos/status/967940725433397249; None; None
2018-02-26 01:42:43+00:00; rafinhabastos; @Lima_Lucas @TheLaughFactory Valeu brooo!!!; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/967937944102277121; None; None
2018-02-25 22:38:49+00:00; rafinhabastos; Heyyy! O @TheLaughFactory postou uma parte do meu show em inglês no youtube. Assiste aí... dá um like, comenta que ajuda pacaraio! https://t.co/xm5gXle1Ci https://t.co/bbRWMCL9hz; 272; 26; 18; 5; https://twitter.com/rafinhabastos/status/967891663078162433; None; None
2018-02-23 15:01:26+00:00; rafinhabastos; Toma essa, @realwbonner! Aqui sou eu quem dito as regras. https://t.co/57LZHJK7Su; 563; 20; 45; 4; https://twitter.com/rafinhabastos/status/967051781778886656; None; None
2018-02-23 11:38:05+00:00; rafinhabastos; Grande momento! https://t.co/0jp1RLwMTE; 674; 20; 100; 19; https://twitter.com/rafinhabastos/status/967000606979297280; None; https://twitter.com/shaidersolutt/status/966797457731522560
2018-02-21 21:59:08+00:00; rafinhabastos; @maia_tabita 😂😂😂😂; 5; 2; 1; 0; https://twitter.com/rafinhabastos/status/966432123610570757; None; None
2018-02-21 19:46:31+00:00; rafinhabastos; Tu aí na academia se esforçando pra ser bonito e as mulé tudo com uns feio legal. Dura vida pra vc, hein fortão?!; 2231; 53; 270; 62; https://twitter.com/rafinhabastos/status/966398749495910400; None; None
2018-02-20 04:28:16+00:00; rafinhabastos; @alineee_m Manda um print aí!!!; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/965805277504155648; None; None
2018-02-20 04:25:23+00:00; rafinhabastos; Galerinha foge como pode. https://t.co/BAAhRwe9Ra; 622; 10; 60; 6; https://twitter.com/rafinhabastos/status/965804550518030336; None; None
2018-02-20 03:52:51+00:00; rafinhabastos; Mãe, tô na Globo! https://t.co/4OcjtYUorN; 2639; 81; 71; 11; https://twitter.com/rafinhabastos/status/965796362460659715; None; None
2018-02-20 03:31:44+00:00; rafinhabastos; @Tatifonn 🙌; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/965791050764709888; None; None
2018-02-20 03:27:50+00:00; rafinhabastos; Eu, imbecilmente, troco o verbo SECAR por ENXAGUAR e mesmo assim o tweet tem 2000 likes e 500 rts. Minha burrice vai ficar registrada pra sempre. https://t.co/qAmwOerzfB; 339; 30; 11; 0; https://twitter.com/rafinhabastos/status/965790069842886656; None; https://twitter.com/rafinhabastos/status/965757394595627008
2018-02-20 01:18:00+00:00; rafinhabastos; Graaande invenção esse vento quente que seca a mão no banheiro do shopping. Se eu posso enxaguar a mão com um papel em 7 seg, pq não levar 6 minutos de vento na fuça com barulho ensurdecedor?; 3864; 145; 607; 60; https://twitter.com/rafinhabastos/status/965757394595627008; None; None
2018-02-19 15:19:28+00:00; rafinhabastos; @mbeckk 😉; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/965606769295745024; None; None
2018-02-19 05:24:57+00:00; rafinhabastos; @felipesolari Mano, na Rocinha tem uma mulher em cada esquina. Na verdade nem chegou na esquina ja achou umas 12 melhores.; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/965457154957197312; None; None
2018-02-19 02:32:39+00:00; rafinhabastos; Tô sentado na penúltima fileira da arena no #AllStarGame2018 (na puuuta que pariu) fazendo uma excelente cobertura do jogo nos meus stories do instagram. https://t.co/75YU4exojI; 561; 29; 9; 2; https://twitter.com/rafinhabastos/status/965413795127578624; None; None
2018-02-18 03:28:26+00:00; rafinhabastos; @R_Mart01 @dona_najuu Danilo nunca matou ninguém.; 3; 1; 1; 0; https://twitter.com/rafinhabastos/status/965065442392813568; None; None
2018-02-18 03:28:06+00:00; rafinhabastos; @dona_najuu 😉; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/965065358657830912; None; None
2018-02-17 21:05:55+00:00; rafinhabastos; Ontem fiz um show muito foda no @BarLubitsch. Foi demais! Obrigado @geoffreyplitt e @peetguercio! Keep up the good work! U rock! I’ll be back! https://t.co/x1aKGH0kG7; 89; 5; 1; 1; https://twitter.com/rafinhabastos/status/964969181941673984; None; None
2018-02-17 19:52:18+00:00; rafinhabastos; @vavofresno É sensacional mesmo; 15; 1; 0; 0; https://twitter.com/rafinhabastos/status/964950654530678784; None; None
2018-02-17 19:50:16+00:00; rafinhabastos; Quero um país forte, um país com estrutura, um país seguro. Quero um país como o sutiã da Jojô Todynho. https://t.co/YyjIZMLcZG; 2110; 49; 355; 12; https://twitter.com/rafinhabastos/status/964950142431330304; None; None
2018-02-16 23:23:39+00:00; rafinhabastos; @victorludgero Poutzzz foda. Eu e meu filho queríamos muito; 21; 1; 0; 0; https://twitter.com/rafinhabastos/status/964641453795430400; None; None
2018-02-16 22:50:46+00:00; rafinhabastos; Eu abro a page do @TheLaughFactory ontem e a minha foto tá em destaque na home. Que coisa linda. Foram 2 shows incríveis ali essa semana. Obg a todos vcs que torceram. https://t.co/JyFHvBge6l; 151; 6; 3; 0; https://twitter.com/rafinhabastos/status/964633178014072832; None; None
2018-02-16 21:19:12+00:00; rafinhabastos; @braian Valeu!; 12; 0; 0; 0; https://twitter.com/rafinhabastos/status/964610135736725504; None; None
2018-02-16 17:36:35+00:00; rafinhabastos; @lucianopotter Essa musiquinha de Benny Hill no fundo transforma todo argumento em esquete cômica. Caraio.; 16; 0; 0; 0; https://twitter.com/rafinhabastos/status/964554111722061824; None; None
2018-02-16 17:33:50+00:00; rafinhabastos; O tweet mais triste que já li. https://t.co/HYSvsnco0u; 600; 14; 72; 4; https://twitter.com/rafinhabastos/status/964553419187990528; None; https://twitter.com/julioralves/status/964335138753667072
2018-02-16 17:30:59+00:00; rafinhabastos; Pra odiar meus amigos, brigar com a minha família e ver propagandas de produtos q ñ me interessam? Nananinanão. Tô de boas. https://t.co/dS1sQ3WePx; 1924; 48; 173; 27; https://twitter.com/rafinhabastos/status/964552704277311491; None; None
2018-02-16 01:44:00+00:00; rafinhabastos; Hoje em LA abro o show do @TimAllenRants as 19h45 no @TheLaughFactory, depois faço o @HollywoodImprov e fecho a noite com @toneBell @NateCraigLive e @Mattyfontana13 no @FreeParkingCom. Seu like ou RT nesse tweet ajuda nóis. Valeu!!! https://t.co/0hFh1ZOTgj; 495; 12; 50; 2; https://twitter.com/rafinhabastos/status/964314387036033024; None; None
2018-02-15 16:47:44+00:00; rafinhabastos; Fica a dica aí, pessoal. https://t.co/iAJ1bmvj5o; 1142; 31; 150; 12; https://twitter.com/rafinhabastos/status/964179431450337281; None; None
2018-02-14 19:19:42+00:00; rafinhabastos; @LimaRB26 Hahahhahahhe; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/963855287311507457; None; None
2018-02-14 19:12:28+00:00; rafinhabastos; Eu acho uma sacanagem o desfile das campeãs. A escola vence e tem que fazer tudo de novo? Sorte q isso não se aplica a outras áreas: - Senhor escalador, parabéns pela conquista do Everest. Agora volta lá pro pé da montanha e sobe de novo. Dessa vez feliz e abraçando os amigos.; 1974; 29; 232; 19; https://twitter.com/rafinhabastos/status/963853466379501578; None; None
2018-02-14 19:03:47+00:00; rafinhabastos; O q é mais chato: O cara que julga o seia da Marquezine? Aquele que critica o q julga? Ou o cara (eu) que se acha descoladão por sacanear a discussão, mas involuntariamente está alimentando ela?; 828; 59; 62; 7; https://twitter.com/rafinhabastos/status/963851279788224513; None; None
2018-02-13 20:57:34+00:00; rafinhabastos; @CamilaCallimanP @carlacalimman 😂😂😂; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/963517525886562304; None; None
2018-02-13 20:48:35+00:00; rafinhabastos; 👍 https://t.co/vvL3Ughkow; 822; 29; 234; 13; https://twitter.com/rafinhabastos/status/963515268612763648; None; None
2018-02-13 20:40:54+00:00; rafinhabastos; @BarbaraCurlee 😬; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/963513331465125888; None; None
2018-02-13 14:48:11+00:00; rafinhabastos; @marigraciolli 😂😂😂; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/963424569091489792; None; None
2018-02-13 04:16:04+00:00; rafinhabastos; Mais um show meu amanhã. 😬 https://t.co/rICEazKglf; 111; 10; 5; 0; https://twitter.com/rafinhabastos/status/963265489697873921; None; https://twitter.com/ComedyJuice/status/963203453278306304
2018-02-13 03:45:49+00:00; rafinhabastos; @Pelaipedadepre Entao errei. Apaguei; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/963257880055922688; None; None
2018-02-13 03:45:36+00:00; rafinhabastos; @Thzn Entao errei.; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/963257824083050496; None; None
2018-02-13 03:16:43+00:00; rafinhabastos; Ela: Vâmo no bloco. Eu: Ok. 5 min depois... https://t.co/TOEZZdTQQS; 1536; 22; 307; 54; https://twitter.com/rafinhabastos/status/963250555559624704; None; None
2018-02-13 01:36:19+00:00; rafinhabastos; Dois shows fodas em LA amanhã. Que noite amigos! Ansioso pacaraio coessa bagaça. Seu like ou retweet aqui neste tweet é very wellcome. https://t.co/eNk29776U3; 779; 29; 66; 1; https://twitter.com/rafinhabastos/status/963225289227579394; None; None
2018-02-12 22:13:07+00:00; rafinhabastos; Vídeo novo na Ilha de Barbados. Assiste aí que tá daora: https://t.co/iwv8U2kzVd https://t.co/IinDDcYEaA; 319; 13; 16; 4; https://twitter.com/rafinhabastos/status/963174150356525057; None; None
2018-02-12 18:36:13+00:00; rafinhabastos; @CamilaCallimanP Mas Deletei. Nem vem.; 8; 0; 0; 0; https://twitter.com/rafinhabastos/status/963119567085154306; None; None
2018-02-12 18:33:35+00:00; rafinhabastos; @Leandro_Renault 😂😂😂😂; 4; 0; 0; 0; https://twitter.com/rafinhabastos/status/963118906507448321; None; None
2018-02-12 18:32:42+00:00; rafinhabastos; @flaviasiufi Não tem porque.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/963118684138082304; None; None
2018-02-12 16:24:43+00:00; rafinhabastos; Não precisa me avisar que o meu cadarço está desamarrado. Fica tranquilo, não existe nenhuma ocorrência na história do mundo moderno de uma pessoa que tenha tropeçado no próprio cadarço. Nenhuma.; 1616; 51; 196; 19; https://twitter.com/rafinhabastos/status/963086474412527616; None; None
2018-02-10 23:23:23+00:00; rafinhabastos; @AdsonKoenig Cara... vc nao assistiu a versao americana??? Tem uma versão brazuca. É outro ícone no menu da Netflix.; 18; 1; 0; 0; https://twitter.com/rafinhabastos/status/962467057831956480; None; None
2018-02-10 23:22:10+00:00; rafinhabastos; Terça-feira vai ser um dia foda demais pra mim. Vou contar tudo no meus stories. Tô nervosaço com essa porra. https://t.co/IzjpknWpIO; 206; 15; 3; 0; https://twitter.com/rafinhabastos/status/962466754055327744; None; https://twitter.com/TheLaughFactory/status/962459952232136704
2018-02-10 13:07:08+00:00; rafinhabastos; “Atrás do trio elétrico, só não vai quem já morreu”. Bastos, Rafinha (5/12/1976 - 10/2/2018). https://t.co/GRt6IN29t8; 1420; 23; 108; 7; https://twitter.com/rafinhabastos/status/962311976885026816; None; None
2018-02-09 10:54:25+00:00; rafinhabastos; Pessoas simpáticas antes da 9h da manhã. Até quando, Brasil? Até quando?; 3095; 69; 722; 70; https://twitter.com/rafinhabastos/status/961916187096514561; None; None
2018-02-08 17:47:42+00:00; rafinhabastos; Carnaval... eu tentei te amar. Juro que tentei. Íntegra: https://t.co/i3RlJ0PQAt https://t.co/dD9kIsYoeK; 290; 9; 34; 9; https://twitter.com/rafinhabastos/status/961657804770762754; None; None
2018-02-08 16:24:25+00:00; rafinhabastos; “Não aceitamos cartão”. E um coqueiro no seu ânus, vc aceita?! Desgraça.; 1135; 30; 138; 13; https://twitter.com/rafinhabastos/status/961636849176498177; None; None
2018-02-08 16:21:12+00:00; rafinhabastos; @bicmuller Porto alegre tb; 3; 1; 1; 0; https://twitter.com/rafinhabastos/status/961636036920205312; None; None
2018-02-08 12:43:33+00:00; rafinhabastos; @silva_marina Como se isso fosse garantir que eles trabalhassem para o interesse coletivo. Basta querer manter o partido do poder que o hábito se mantém.; 151; 6; 2; 1; https://twitter.com/rafinhabastos/status/961581263349080066; None; None
2018-02-08 12:36:21+00:00; rafinhabastos; Sim. Esse sou eu. 👍 https://t.co/kql0WqLP8U; 609; 16; 26; 3; https://twitter.com/rafinhabastos/status/961579451917193216; None; None
2018-02-07 21:23:16+00:00; rafinhabastos; E assim foi a Ilha de Barbados na @CampusPartyBRA. Foda! Esse ano vamos em outros picos aí. Fica ligado! https://t.co/vKMI7CEnkJ; 761; 16; 12; 4; https://twitter.com/rafinhabastos/status/961349669577285634; None; None
2018-02-07 06:01:03+00:00; rafinhabastos; @jovanipadua Jogaço do Embiid. Assisti.; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/961117583767425024; None; None
2018-02-07 02:15:34+00:00; rafinhabastos; Um grande momento. https://t.co/Vg7emCck8B; 2431; 18; 540; 43; https://twitter.com/rafinhabastos/status/961060839049572354; None; None
2018-02-06 14:02:46+00:00; rafinhabastos; @NBABrasil @utahjazz @PelicansNBA Pq vcs editaram o vídeo com o áudio de um locutor narrando golfe?; 40; 7; 3; 0; https://twitter.com/rafinhabastos/status/960876422733713408; None; None
2018-02-06 14:01:09+00:00; rafinhabastos; 2018 tá estranho. O vídeo novo da Ilha de Barbados é prova disso: https://t.co/XWPYxxCid8 https://t.co/Uy1HUsYssG; 787; 9; 83; 7; https://twitter.com/rafinhabastos/status/960876018906095616; None; None
2018-02-05 22:28:29+00:00; rafinhabastos; @fred_b12 @neymarjr Assistência? Ele me deu um navio. Chupa essa, Fred!; 296; 3; 2; 0; https://twitter.com/rafinhabastos/status/960641303238336512; None; None
2018-02-05 05:56:53+00:00; rafinhabastos; 4h: Tom Brady acabou de me ligar. Disse que tá de conchinha com a Gisele Bünchen assistindo Netflix numa TV de 240 polegadas. Tá de boas.; 2838; 33; 212; 11; https://twitter.com/rafinhabastos/status/960391758961135617; None; None
2018-02-04 05:03:00+00:00; rafinhabastos; Pedi pra galera me ajudar curtindo um tweet e disse que responderia a todos. Foram mais de 1000 likes. Acabei de desmarcar minha viagem de carnaval.; 887; 50; 9; 0; https://twitter.com/rafinhabastos/status/960015814178099200; None; None
2018-02-04 04:57:58+00:00; rafinhabastos; @ihpires Hahae! Daora; 25; 0; 0; 0; https://twitter.com/rafinhabastos/status/960014544335724544; None; None
2018-02-04 04:57:36+00:00; rafinhabastos; Valeu! Vcs são foda!; 470; 16; 8; 1; https://twitter.com/rafinhabastos/status/960014453562658816; None; None
