[2020-12-05 01:36:28+00:00; pavinatto; Quem janta seus males espanta. #friday #fridaymood #fridayvibes #fridaynight #dinner; https://www.instagram.com/p/CIZdntSHBtt/; 1702; 55]
[2020-07-29 21:08:08+00:00; pavinatto; Coisas que ainda não lhe contei:  A SOLIDÃO DO CLODOVIL E O COLO DO AVÔ (Parte 4 de 9)  Muito prazer, sou Tiago Pavinatto.  #Pavi #Pavinatto #Clodovil; https://www.instagram.com/p/CDPYzWFHA9m/; 352; 24]
[2020-07-28 21:17:53+00:00; pavinatto; Coisas que ainda não lhe contei:  JIBÓIA COM J (Parte 3 de 9)  Muito prazer, sou Tiago Pavinatto.  #Pavi #Pavinatto #SaoPaulo; https://www.instagram.com/p/CDM1Jl0nLq8/; 281; 10]
[2020-07-27 21:06:57+00:00; pavinatto; Coisas que ainda não lhe contei:  A CRIANÇA SONHADORA NA CRECHE (Parte 2 de 9)  Muito prazer, sou Tiago Pavinatto.  #Pavi #Pavinatto #SaoPaulo; https://www.instagram.com/p/CDKOpljnrRH/; 333; 12]
[2020-07-26 21:41:18+00:00; pavinatto; Coisas que ainda não lhe contei:  A INFÂNCIA, A RUA, A FAMÍLIA  (Parte 1 de 9)  Muito prazer, sou Tiago Pavinatto.  #Pavi #Pavinatto #SaoPaulo; https://www.instagram.com/p/CDHuXiZHCGF/; 479; 40]
[2020-07-26 18:38:51+00:00; pavinatto; Depois de 4 longos meses, almoço em família!🙏🏻 #famigliapavinatto; https://www.instagram.com/p/CDHZsYpHCWG/; 1121; 18]
[2020-07-25 17:33:50+00:00; pavinatto; outros ministros do STF, de bloquear perfis bolsonaristas no Twitter, apesar de agradar o cidadão de bem, apesar de ser um golpe no ódio, é também um golpe no Direito. Por mais que canalhas notórios tenham sido penalizados, o direito penal e as garantias individuais também foram penalizadas. A equação é difícil.  (Capa: O Carrasco e a Justiça de John Heartfield); https://www.instagram.com/p/CDErtbOHcrX/; 208; 4]
[2020-07-21 22:45:34+00:00; pavinatto; Minha mãe sempre dizia: “Cuidado com o ‘rei na barriga’.”; https://www.instagram.com/p/CC69892HMpa/; 678; 13]
[2020-07-21 04:19:42+00:00; pavinatto; Oração da noite.; https://www.instagram.com/p/CC4_Zd9jhdV/; 427; 15]
[2020-07-21 02:52:44+00:00; pavinatto; O crescimento de Bolsonaro na última pesquisa da XP traz consigo a pergunta: Como podem as pessoas superar tudo que foi feito de antiético, imoral, ilícito e irresponsável neste Governo até agora?  A resposta não é fácil. Aliás, não há resposta.  Convém recorrermos à sabedoria de George Steiner na sua indagação sobre como é possível que os mesmos homens, nas mesmas ruas, são capazes de apreciar e tocar Schubert e, ao mesmo tempo, fazer campos de concentração. “Não encontro uma resposta aceitável. Não tenho resposta”, confessa-nos. Deve haver, talvez, “algo em nós que não quer acalmar, nem quer paz, nem quer segurança, mas que quer se arriscar. Que quer viver no limite. Quer dúvidas e perguntas interiores.” E, ao mesmo tempo em que a “honestidade leva-nos a um tédio arrogante”, “a escuridão nos fascina.” Parece contraditório, mas, para o Mestre: “Procuramos a nossa escuridão para nos defender melhor.”; https://www.instagram.com/p/CC40dzjDQGT/; 310; 10]
[2020-07-20 21:04:18+00:00; pavinatto; O Impossível Carinho  Escuta, eu não quero contar-te o meu desejo Quero apenas contar-te a minha ternura Ah se em troca de tanta felicidade que me dás Eu te pudesse repor -Eu soubesse repor_ No coração despedaçado As mais puras alegrias de tua infância!  (Manuel Bandeira); https://www.instagram.com/p/CC4Neo1Hj-6/; 104; 9]
[2020-07-07 14:16:53+00:00; pavinatto; Cazuza (*04/04/1958 +07/07/1990); https://www.instagram.com/p/CCWAc03jEOU/; 286; 29]
[2020-07-05 17:44:31+00:00; pavinatto; Pesquisa da UNIFESP consegue curar seu primeiro paciente.; https://www.instagram.com/p/CCROk9dnoeQ/; 938; 51]
[2020-06-29 03:14:45+00:00; pavinatto; Uma homenagem aos nossos heróis. Uma lembrança às novas gerações. O amor de Oscar Wilde.; https://www.instagram.com/p/CCAMbNSDtuN/; 191; 16]
[2020-06-28 21:29:34+00:00; pavinatto; Neste dia do aniversário de 50 anos das “Pride Parades”, das Paradas do Orgulho LGBTQIA+, @andrealmada e @pavinatto falam sobre a importância da data, relembram histórias de um passado recente e das grandes personagens esquecidas pela nova geração e das pautas dessa nova militância. Relembram a luta por direitos igualitários e a luta ainda curso e a mais importante: a luta pelo respeito, especialmente o respeito das religiões.; https://www.instagram.com/p/CB_d6CZndPx/; 611; 59]
[2020-06-28 15:50:58+00:00; pavinatto; ‪Em 28 de junho de 1970, as primeiras marchas do orgulho gay aconteceram em Nova Iorque, Los Angeles, São Francisco e Chicago, no 1° aniversário da resistência em Stonewall.‬ ‪50 anos de marcha. 50 anos de luta. Neste 50° ano, marchamos sozinhos, mas cada um por todos.‬ ‪#HappyPride‬; https://www.instagram.com/p/CB_AOQdDE4A/; 363; 8]
[2020-06-27 07:58:11+00:00; pavinatto; None; https://www.instagram.com/p/CB7lUoYjuXI/; 729; 23]
[2020-06-25 23:29:51+00:00; pavinatto; #tbt de uma das noites que mais bebi na vida...; https://www.instagram.com/p/CB4GWmZDyA4/; 851; 21]
[2020-06-23 20:17:31+00:00; pavinatto; Espero vocês na plataforma do @labopucsp!!; https://www.instagram.com/p/CBymwNfjxaq/; 105; 1]
[2020-06-23 17:43:33+00:00; pavinatto; None; https://www.instagram.com/p/CByVIifDwnU/; 292; 3]
[2020-06-23 13:22:12+00:00; pavinatto; None; https://www.instagram.com/p/CBx3OTzj6cP/; 826; 123]
[2020-06-19 15:27:20+00:00; pavinatto; Entre mortos, feridos e um zumbi, salvou-se a Cachorrinha Capitu, nome sugestivo para uma cadela de um troglodita, um professor que faz colinha, mas não ganha colinho.; https://www.instagram.com/p/CBnyIV0DJwx/; 145; 4]
[2020-06-19 01:36:43+00:00; pavinatto; Bate papo com meu queriado e velho amigo @tonygoes sobre os rumos da militância “””gay”””. Erros, acertos, dúvidas e sugestões.; https://www.instagram.com/p/CBmTP1OjxPZ/; 261; 14]
[2020-06-17 10:23:35+00:00; pavinatto; Minha homenagem às vidas perdidas, às histórias interrompidas, aos sonhos enterrados pela covid-19; vidas tratadas com desdém, com desumanidade por Jair Bolsonaro, o coveiro das esperanças do brasileiro.; https://www.instagram.com/p/CBiEdJLHx8N/; 163; 12]
[2020-06-17 00:17:56+00:00; pavinatto; None; https://www.instagram.com/p/CBhAs7Ejnk5/; 294; 13]
[2020-06-16 20:20:01+00:00; pavinatto; ; https://www.instagram.com/p/CBglRpAHjuO/; 404; 27]
[2020-06-16 00:51:22+00:00; pavinatto; None; https://www.instagram.com/p/CBefu4GnU0A/; 193; 2]
[2020-06-16 00:51:09+00:00; pavinatto; None; https://www.instagram.com/p/CBeftX6HPCv/; 201; 2]
[2020-06-15 23:42:43+00:00; pavinatto; Seguindo nossa lista de homenagens a grandes personalidades LGBTs da história.  O homenageado da semana é: Harvey Milk - Mártir e pioneiro pelos direitos LGBTs-  Harvey Bernard Milk (1930 - 1978) foi um político americano, nascido em Woodmere, Long Island, porém sua atuação política se deu em São Francisco, Califórnia, sendo o primeiro homem abertamente gay a assumir um cargo público nesse Estado.  De início, Milk não tinha interesse no ativismo gay; contudo, durante os anos 60, o movimento de contracultura e a revolta de Stonewall em NY, Harvey mudou seus posicionamentos e começou a defender a liberdade individual aos LGBTs.  Em 1972, Harvey Milk se mudou de Nova York para São Francisco em meio a onda migratória de homossexuais para essa cidade, que até hoje é conhecida por ser uma cidade liberal e de bom acolhimento aos LGBTs, e, a partir daí, começa a se envolver mais com a política e a militância por direitos igualitários. Em 1977, com os resultados das mudanças sociais mais amplas que estavam ocorrendo em São Francisco, Milk obteve um assento como supervisor da cidade, rendendo-lhe assim, 11 meses de mandato, tendo aprovado uma rigorosa lei sobre os direitos dos gays para a cidade. No dia 27 de novembro de 1978, Harvey Milk foi assassinado junto com o prefeito George Moscone, por Dan White que renunciou ao cargo de supervisor da cidade e desejava seu posto de volta.  Mesmo que Harvey Milk tenha tido uma carreira política relativamente curta, sua atuação na política foi um grande marco para todo o movimento LGBT dos Estados Unidos e no mundo.  Sua biografia rendeu um documentário em 1984 e o filme "Milk" de 2008, ambas homenagens renderam estatuetas do Oscar!  Curiosidade:  Em novembro de 2014, o primeiro vídeo do @MBLivre no YouTube mostra uma ótima crítica do @pavinatto em relação às imposturas de Jean wyllys como "representante" dos LGBTs na política.  Um dos principais questionamentos na época foi a foto de capa da revista Rolling Stones em que o então deputado Jean Wyllys se veste de Che Guevara.  Na época, @Pavinatto questionou por que o deputado decidiu se vestir de um revolucionário que perseguia e assassinava homossexuais, sendo que a revista oferec; https://www.instagram.com/p/CBeX4G6H-da/; 194; 6]
[2020-06-15 01:55:30+00:00; pavinatto; Meu orgulho e minha gratidão ao @diversidadetucanabr (na pessoa do meu amado @marcosfernandes45) e ao @mblivre (na pessoa do meu velho amigo, meu irmão @renansantosmbl, que nos apoiou para o @mblgbt).; https://www.instagram.com/p/CBcB3mHHadg/; 293; 6]
[2020-06-14 15:44:33+00:00; pavinatto; Se, no PSDB, auxiliei na montagem de uma rede de proteção ao homossexual e ao transexual no Estado de São Paulo, no MBL, pude discutir com Ministros do STF sobre a pertinência dos casos que, enfim, nos dignificaram como cidadãos. O MBL cometeu erros que reprovei nesta seara. Me desvinculei. Mas o Movimento fez seu “‘mea culpa”, pediu perdão e me ofereceu carta branca para desenvolver o debate da sexualidade à luz do Liberalismo. Esse debate se resume, neste momento, em medidas de efetivação do RESPEITO e da LIBERDADE pessoais, além de desconstruir, a partir de argumentos fáticos, a grande farsa do protagonismo do @PSOL e do PT, que financiou ditaduras que perseguem Sem contar que esses partidos fizeram os gays de reféns nas últimas décadas e nunca conseguiram absolutamente NADA em prol de nossa comunidade. É por isso, portanto, que meu sangue ferveu na última semana quando @jeanwyllys_real foi cínico com a veramagalhaes. Mais um festival, prendem a matam gays.  de argumentos sujos do autoexilado político, que soube fazer de reféns os LGBTTIs, mas foi incapaz de oferecer a nós dignidade. @jeanwyllys_real se esquece que, se @jairbolsonaro se tornou um deputado conhecido e foi trazido ao debate nacional, foi por obra de dele próprio:; https://www.instagram.com/p/CBa7x6rnQbv/; 395; 25]
[2020-06-12 17:17:29+00:00; pavinatto; ; https://www.instagram.com/p/CBV9DexHbzh/; 386; 24]
[2020-06-11 15:23:38+00:00; pavinatto; Dica pro @ptbrasil e pro @lulaoficial : esquece esse negócio de esquerda. Vai pro centrão e pede a Petrobrás pro @jairmessiasbolsonaro . Resolvido o problema de vocês!; https://www.instagram.com/p/CBTLlOeDXFv/; 465; 22]
[2020-06-10 15:26:22+00:00; pavinatto; Ouviram de um passarinho que me contou, que um povo heróico vai dar brado retumbante. E o sol da liberdade em panelas, vai rufar no céu da pátria nesse instante.; https://www.instagram.com/p/CBQnGaPn3mv/; 214; 11]
[2020-06-10 12:27:34+00:00; pavinatto; Segue a tia Pavi no @twitter , filhinha!; https://www.instagram.com/p/CBQSozwHgt1/; 231; 2]
[2020-06-10 04:10:06+00:00; pavinatto; Meus parabéns à @fordbrasil por essa iniciativa!; https://www.instagram.com/p/CBPZtMWDkJ1/; 220; 7]
[2020-06-10 02:58:33+00:00; pavinatto; None; https://www.instagram.com/p/CBPRhL2DITd/; 399; 24]
[2020-06-04 18:57:53+00:00; pavinatto; O que seria da música sem a genialidade negra? #blacklivesmatter; https://www.instagram.com/p/CBBiblHnIOJ/; 95; 5]
[2020-06-04 16:06:21+00:00; pavinatto; Se liga: GRATUITO, mas com VAGAS LIMITAS. Então corre mandar e-mail !; https://www.instagram.com/p/CBBO55dj1is/; 450; 7]
[2020-06-04 14:49:43+00:00; pavinatto; Drag Queen pioneira (e corajosa: era transformista nos anos de chumbo), Miss Biá morreu ontem, às vésperas das semana do orgulho gay, vítima da Covid-19. Que Deus dê um palco iluminado pelas estrelas a essa artista que fazia rir mesmo no sofrimento. #MBLGBT; https://www.instagram.com/p/CBBGIt8DGnU/; 433; 9]
[2020-06-03 00:45:45+00:00; pavinatto; “Pela primeira vez, não faça isso. Não finja que não há um problema na América. Não dê as costas ao racismo. Não aceite vidas inocentes sendo tiradas de nós. Não dê mais desculpas. Não pense que isso não afeta você.”#blacktuesday; https://www.instagram.com/p/CA9AhDbnS1C/; 204; 7]
[2020-05-28 03:40:37+00:00; pavinatto; Perguntei ao @caiofabiodaraujofilho se @jairmessiasbolsonaro vai para o céu quando morrer. A resposta foi incrível!; https://www.instagram.com/p/CAt2FETniKO/; 312; 23]
[2020-05-26 10:28:10+00:00; pavinatto; Revirei o Estatuto do Idoso com medo das consequências da minha fala. Encontrei o artigo 105: posso ir em cana!  Afinal, a @folhadespaulo publicou afirmação minha depreciativa à pessoa do idoso @genheleno . Ou não! Afinal, ele deprecia seus pares pisoteando na Lei de Segurança Nacional.; https://www.instagram.com/p/CApdDGdnU7z/; 352; 9]
[2020-05-25 21:16:03+00:00; pavinatto; Inscrevam-se no VIDEO SHOW DO MBL:  mbl.org.br/fabrica; https://www.instagram.com/p/CAoCNGEnFnd/; 459; 19]
[2020-05-21 14:58:53+00:00; pavinatto; Saudades de um aeroporto, né minha filha? #tbt; https://www.instagram.com/p/CAdEDkxHNem/; 814; 16]
[2020-05-20 22:41:46+00:00; pavinatto; None; https://www.instagram.com/p/CAbUO49HMRJ/; 270; 3]
[2020-05-20 19:47:06+00:00; pavinatto; Tá me fritando?; https://www.instagram.com/p/CAbAOOojVDR/; 286; 16]
[2020-05-20 16:52:28+00:00; pavinatto; 😔🏴; https://www.instagram.com/p/CAasQnxnaYg/; 1012; 49]
[2020-05-20 01:38:29+00:00; pavinatto; Hoje iremos dedicar uma homenagem a uma das pessoas de maior relevância da história:  Alan Turing (1912 - 1954) - Conhecido como o Pai da computação-  Além de matemático, criptoanalista e cientista da computação, Turing criou o conceito de algoritmos; tendo grande relevância na segunda guerra mundial, em que desenvolveu a famosa "Máquina de Turing" que foi responsável por decifrar os códigos nazistas e, por esse feito, contribuiu na vitória dos Aliados contra os Nazistas.  Além disso, Turing virou um símbolo na causa LGBT por ser a prova que a dita "cura gay" simplesmente não existe. Infelizmente, a Homossexualidade era ilegal na Inglaterra (até 1967) e o governo britânico ofereceu tratamentos hormonais para Alan Turing para "reverter sua sexualidade"; ocasionado assim, no seu suicídio em 1954.  Em 24 de dezembro de 2013, a Rainha Elisabeth II oficialmente se desculpou pela morte de Alan Turing, tendo assim a  Real Prerrogativa do Perdão.; https://www.instagram.com/p/CAZDqZHH0Li/; 400; 9]
[2020-05-17 18:33:08+00:00; pavinatto; None; https://www.instagram.com/p/CATJZPWnsff/; 677; 29]
[2020-05-13 14:56:48+00:00; pavinatto; Ave Maria, Gratia plena, Dominus tecum. Benedicta tu in mulieribus, et benedictus fructus ventris tui, Iesus.  Sancta Maria, Mater Dei, ora pro nobis peccatoribus, nunc, et in hora mortis nostrae.  Amen; https://www.instagram.com/p/CAIddWEnPt7/; 357; 13]
[2020-05-13 14:22:16+00:00; pavinatto; Há 1 ano, eu lançava meu livro sobre A CONDIÇÃO DO FANÁTICO RELIGIOSO. Livro esgotado na Editora desde janeiro (primeira edição esgotada em 8 meses). O tema não poderia ser mais atual e a segunda edição está a caminho: além das sementes do Valdomiro e a posição dos fanáticos na pandemia, um capítulo novo e especial sobre fanatismo político (que não deixa de ser religioso, embora secular).; https://www.instagram.com/p/CAIZgUAn57l/; 693; 31]
[2020-05-13 03:22:14+00:00; pavinatto; Flagra do momento em que perguntei ao @augustosnunesoficial o porquê dele ainda apoiar @jairmessiasbolsonaro.; https://www.instagram.com/p/CAHN-GnjRVo/; 1169; 85]
[2020-05-11 02:15:14+00:00; pavinatto; Embargar o churrasco de Bolsonaro foi ato legítimo e democrático, pois se tratava de abuso do direito.; https://www.instagram.com/p/CAB8XqcHk1s/; 163; 9]
[2020-05-11 01:17:12+00:00; pavinatto; F E L I Z  D I A ,  M Ã E!; https://www.instagram.com/p/CAB2ElpnsFl/; 406; 8]
[2020-05-09 18:31:10+00:00; pavinatto; Seria o Churrasco da Ilha Fiscal...; https://www.instagram.com/p/B_-iu5mHYhX/; 310; 25]
[2020-05-09 17:56:59+00:00; pavinatto; Sim!  É inaceitável que cada qual possa usar o seu direito da maneira que lhe convenha. Por isso, o Direito civil incorpora a figura do abuso do direito, cuja expressão foi criada para nominar uma série de situações jurídicas que, apesar do reconhecimento da excelência do direito que as protegem, restam condenadas em virtude das irregularidades no seu exercício.; https://www.instagram.com/p/B_-ew-Ynok1/; 269; 28]
[2020-05-09 02:57:17+00:00; pavinatto; Se acontecer, torço pra que o churrasco do Presidento seja histórico: O churrasco da Ilha Fiscal! Com anfitrião mais queimado que o carvão.; https://www.instagram.com/p/B_8378gnj4E/; 895; 173]
[2020-04-30 20:44:32+00:00; pavinatto; Fico me perguntando: O que será de Laurinha, a fraquejada de @jairmessiasbolsonaro ?; https://www.instagram.com/p/B_nm604DkBo/; 564; 51]
[2020-04-29 17:24:59+00:00; pavinatto; 😢; https://www.instagram.com/p/B_krSY-nkJc/; 488; 21]
[2020-04-26 19:53:42+00:00; pavinatto; Estaria a humanidade experimentando o medo e o preconceito que atingiram os gays no surgimento da AIDS?; https://www.instagram.com/p/B_dNqhWHqvF/; 208; 0]
[2020-04-25 21:50:19+00:00; pavinatto; AMANHÃ!!! Olhem só quem vai estar presente!; https://www.instagram.com/p/B_a2eQVnMRw/; 132; 3]
[2020-04-25 01:04:48+00:00; pavinatto; None; https://www.instagram.com/p/B_Yn7xVnuuf/; 590; 72]
[2020-04-24 23:05:46+00:00; pavinatto; None; https://www.instagram.com/p/B_YaUBrHbNG/; 400; 14]
[2020-04-24 22:03:56+00:00; pavinatto; O maior evento político desta quarentena é nesse próximo domingo!!!; https://www.instagram.com/p/B_YTPF9nHCZ/; 123; 5]
[2020-04-24 03:01:52+00:00; pavinatto; Já estarei no primeiro Painel com os Mestres Pondé (@lf_ponde) e Ricardo Almeida (@ricardoalmeidambl), além do meu parça de quase 2 décadas Renan Santos (@renansantosmbl). Congresso já vai começar pegando fogo!; https://www.instagram.com/p/B_WQiZ0HV4w/; 151; 5]
[2020-04-24 02:43:45+00:00; pavinatto; JÁ É NESSE PRÓXIMO DOMINGO! Debates de altíssimo nível... Cê curte?; https://www.instagram.com/p/B_WOdttn8Sp/; 203; 9]
[2020-04-23 21:51:28+00:00; pavinatto; None; https://www.instagram.com/p/B_VtA7tHKtS/; 251; 19]
[2020-04-22 12:27:24+00:00; pavinatto; O isolamento se repete pra alguns... Gays que eram jovens e adultos quando ser gay era doença, quando surgiu a AIDS, são sexagenários e e septuagenários nesta pandemia, grupo de risco portanto. O isolamento se repete e o medo da necessidade, do sexo e da morte também.; https://www.instagram.com/p/B_SG6bjnNh2/; 454; 37]
[2020-04-20 21:53:29+00:00; pavinatto; “EU SOU A CONSTITUIÇÃO.” disse Bolsonaro  O Führer era o espírito das Leis na Alemanha, assim como o Duce na Itália ou o Grande Camarada na Rússia... Enfim, todos aqueles que se fantasiaram de “norma fundamental” na História escreveram os piores capítulos dela.; https://www.instagram.com/p/B_N-3HAHpa_/; 378; 12]
[2020-04-19 17:47:51+00:00; pavinatto; Após 14 anos de #CLEPTOCRACIA (governo do furto desenfreado), quando ladrões lutavam por igualdade social (entre eles e a Família Rothschild), o #Brasil vive a #NECROCRACIA (o da morte anunciada), na qual cultores da tortura defendem o direito de ir e vir (de casa para a cova).; https://www.instagram.com/p/B_K99EYnseI/; 302; 19]
[2020-04-14 16:49:02+00:00; pavinatto; None; https://www.instagram.com/p/B-9_QAMnVng/; 322; 13]
[2020-04-14 14:23:19+00:00; pavinatto; ‪Na esteira do entendimento amplamente aceito pela sociologia nacional, Ludmilla avisa:‬ ‪“Hoje, é hoje, é hoje, é hoje!”‬ ‪HOJE, 16:30 horas! ‬ ‪Onde?‬ ‪Aqui ó:‬ https://youtu.be/fm-TPqaGgjI ‪‬; https://www.instagram.com/p/B-9ukoXHzGG/; 327; 8]
[2020-04-06 04:00:27+00:00; pavinatto; Ciência no c* dos outros é refresco!; https://www.instagram.com/p/B-oA7pJDW-i/; 496; 9]
[2020-04-06 03:58:58+00:00; pavinatto; Há movimento a favor das mortes por coronavírus mais desumano que o do presidente @jairbolsonaro. É o movimento silencioso e com cara de bom-mocismo do prefeito @brunocovas: não bastassem falta de testes, critérios e subnotificações, mantém um notório corrupto na pasta da Saúde.; https://www.instagram.com/p/B-oAw1dDdZ6/; 201; 5]
[2020-04-02 13:46:10+00:00; pavinatto; O Olavo de Carvalho, @opropriolavodecarvalho , hoje, não passa de uma versão com bibliografia, masculina e brocha da Dercy Gonçalves.; https://www.instagram.com/p/B-ewyFgjRqU/; 292; 15]
[2020-03-31 23:15:49+00:00; pavinatto; Como diria Daniel (não o da Bíblia, o do João Paulo), a jiripoca vai piar.  Direito, Religião, Política e, claro, coronavírus (um enfoque que não está nos jornais e nem nas redes sociais, prometo). E você pode interagir conosco! Aparece!!!; https://www.instagram.com/p/B-aoYlfHQYz/; 79; 9]
[2020-03-31 19:21:53+00:00; pavinatto; Papa Francisco, judeus e reformados, devem ter vergonha das Igrejas que, preocupados com doações e não orações, fizeram lobby junto ao Presicida @jairmessiasbolsonaro para manterem seus cultos abertos.  Esqueci de chamar esses pastores de  CRETINOS! BANDIDOS! VAGABUNDOS! INESCRUPULOSOS!; https://www.instagram.com/p/B-aNedPHwuV/; 228; 52]
[2020-03-30 01:25:05+00:00; pavinatto; Todos sabem: todos os dias, @jairmessiasbolsonaro comete erros que vão colapsar a saúde brasileira e levar milhares de brasileiros ao caixão. Ele não vai renunciar; nem morrer. Só o impeachment resolve. Mas ninguém quer falar do assunto. No fim, o sangue estará na mão de vocês também!; https://www.instagram.com/p/B-Vtlk1nKg3/; 127; 4]
[2020-03-30 01:14:17+00:00; pavinatto; Os bons pastores do Brasil já abriram suas igrejas.  Não para os fiéis se reunirem em Cristo.  Abriram para que o poder público as transforme em hospitais de campanha.  ISSO É SER CRISTÃO.; https://www.instagram.com/p/B-VsWdBH-qe/; 353; 7]
[2020-03-30 01:13:10+00:00; pavinatto; Abrir o templo para culto numa pandemia é atividade essencial? Pode ser! Quantos leitos cabem em todos os grandes e mega templos espalhados pelo país? Mais que o Estádio do Pacaembu, o Templo de Salomão, por exemplo, poderia salvar vidas.; https://www.instagram.com/p/B-VsOUfH8w9/; 154; 4]
[2020-03-30 01:11:51+00:00; pavinatto; @jairmessiasbolsonaro diz que missas e cultos são atividades essenciais; são o “último refúgio”. O Brasil é laico e a liberdade de ter uma religião tem o mesmo valor da liberdade de não ter. Meu “último refúgio” é a balada, mas nem por isso advogo pela abertura delas.; https://www.instagram.com/p/B-VsEsYH_Pf/; 256; 14]
[2020-03-29 14:34:03+00:00; pavinatto; Empresas dos segmentos essenciais na pandemia estão contratando. Supermercados, hospitais e farmácias abriram dezenas de milhares de vagas. Já quanto às Igrejas, focos de infecção, além de não pagarem impostos, não geram empregos e, ainda, ajudam a empobrecer o povo via doações.  Eu quero fazer um reparo: na semana passada, quando falei do movimebto da bancada evangélica, uma bancada neopentecostal, eu louvei católicos e cristãos reformados. Por Igrejas nesta nova postagem, me referi às pentecostais e neopentecostais que fizeram o lobby para abrir CULTOS.  Vejam a tocante cena do Papa Francisco nesta semana que passou. Veja a indignação dos reformasos com colegas pastores Silas Malafaia e Edir Macedo. E andam fazendo leitura canalha: ai falar de doação não me refiro a alimentos e cesta básica: estas não precisam de culto aberto.  É claro que o lobby da bancada da bíblia, que é sim um câncer para o Estado Secular e laico, tem, sim, ajudado Bolsonaro em sua campanha contra a ciência. É obvio, portanto, que quando falo em Igrejas, falo das lobistas e das que querem passar a sacolinha nos cultos. Fato!  Quanto ao fato das Igrejas serem o “último refúgio” como disse o Presidente, o Brasil é laico e a liberdade de ter uma religião tem o mesmíssimo valor da liberdade de não ter uma religião. Meu “último refúgio” é o bar, mas sou consciente e bebo em casa e não faço lobby pra abrir.  Quem tem fé de verdade, é capaz de exercê-la em casa. Quem quer dar comida aos necessitadoa não está impedido pela quarentena. A experiência internacional prova que a abertura de cultos é um vetor de transmissão irrefreável. Não vou emburrecer meu discurso pra agradar público.; https://www.instagram.com/p/B-UjFWLHDDm/; 385; 35]
[2020-03-27 16:03:48+00:00; pavinatto; Exatamente há 1 mês, o Prefeito de Milão rompeu a quarentena e subiu a hashtag #MilanoNonSiFerma (Milão não para). Hoje, 30 dias depois, 4.474 mortes.; https://www.instagram.com/p/B-Pjw6LHk_x/; 466; 30]
[2020-03-27 02:48:32+00:00; pavinatto; None; https://www.instagram.com/p/B-OIwJuj6JB/; 225; 7]
[2020-03-25 22:41:45+00:00; pavinatto; *Pronunciamento não veiculado (Sem Censuras) de 24/03 do Presidente da República Jair Bolsonaro referente à Crise do COVID-19.*; https://www.instagram.com/p/B-LHh6IHUGp/; 139; 30]
[2020-03-25 02:48:32+00:00; pavinatto; ; https://www.instagram.com/p/B-I-_BrnILS/; 377; 41]
[2020-03-25 02:15:07+00:00; pavinatto; ; https://www.instagram.com/p/B-I7MwdnAz2/; 176; 9]
[2020-03-19 15:00:03+00:00; pavinatto; O homem do botão dourado.; https://www.instagram.com/p/B962G8jnCs8/; 270; 15]
[2020-03-12 14:32:54+00:00; pavinatto; None; https://www.instagram.com/p/B9oxb91HWyr/; 516; 35]
[2020-03-12 11:36:30+00:00; pavinatto; ‪O melhor vídeo sobre o Coronavírus que o mundo vai ver.‬; https://www.instagram.com/p/B9odJHQnbSt/; 87; 7]
[2020-03-07 02:03:42+00:00; pavinatto; @jairmessiasbolsonaro poderia pacificar a tensão popular contra os outros poderes criada irresponsavelmente pelo @genheleno, que, mais uma vez perdeu a oportunidade de dar milho às pombas.; https://www.instagram.com/p/B9ajhNonEIg/; 213; 7]
[2020-03-07 01:35:09+00:00; pavinatto; O QUE O POVO BRASILEIRO QUER? Com @silvionavarrojornalista e @paulo_mathias_ no #PraCimaDeles Da @jovempannews; https://www.instagram.com/p/B9agTWcnDK6/; 151; 5]
[2020-02-28 22:31:47+00:00; pavinatto; Já viu o que aprontamos no carnaval? Vídeo completo no CANAL DO MBL no YOUTUBE!; https://www.instagram.com/p/B9IJ11enu88/; 125; 2]
[2020-02-25 16:57:41+00:00; pavinatto; Uma pequena e resumida introdução sobre o assunto.  https://youtu.be/asHlYhV4UFY; https://www.instagram.com/p/B8_0_EZHb86/; 200; 11]
[2020-02-16 22:55:28+00:00; pavinatto; Obrigado @nettombl pelo convite e pelos novos amigos aqui em Belém. Foi muito especial estar com vocês. Nos vemos logo! #mbl #mblivre; https://www.instagram.com/p/B8pTFFAnDAd/; 851; 34]
[2020-02-14 18:25:45+00:00; pavinatto; www.muitainformacao.com.br; https://www.instagram.com/p/B8jqnwwHa4m/; 518; 13]
[2020-02-12 00:50:46+00:00; pavinatto; Vale tudo pela audiência no @mblnews; https://www.instagram.com/p/B8coPXFnOE1/; 202; 16] 
