2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-02-10 16:15:50+00:00; alexandregarcia; @diogomainardi O coronel - e os generais - não deveriam ser de Maduro, mas da Venezuela 🇻🇪.; 73; 439; 5923; 10; https://twitter.com/alexandregarcia/status/1094631036330434560; None; None
2019-02-10 16:13:33+00:00; alexandregarcia; @correio O artigo do Paulo Pestana está sensacional. Alerta contra deturpações do “politicamente correto” na obra de Lobato, agora de domínio público.; 26; 133; 1436; 1; https://twitter.com/alexandregarcia/status/1094630460737667072; None; None
2019-02-10 15:56:26+00:00; alexandregarcia; @David_Nog88 @exercitooficial Entre os melhores anos de nossas vidas.; 4; 1; 22; 0; https://twitter.com/alexandregarcia/status/1094626151589400576; None; None
2019-02-10 14:12:31+00:00; alexandregarcia; @exercitooficial Orgulho de ter servido no Regimento Gomes Carneiro.; 43; 123; 3624; 2; https://twitter.com/alexandregarcia/status/1094600001739767809; None; None
2019-02-10 11:45:20+00:00; alexandregarcia; Brasília, manhã de domingo, a 20km da Praça dos Três Poderes. https://t.co/GYWzsFhyKo; 129; 149; 3554; 9; https://twitter.com/alexandregarcia/status/1094562959425265668; None; None
2019-02-10 11:09:57+00:00; alexandregarcia; @aldorebelo A propósito, neozelandeses mantêm uma fazenda de gado leiteiro em Anápolis Go, onde transmitem sua tecnologia de excelência para produtores brasileiros. Aumentando a produtividade, não precisaremos do subsidiado leite europeu.; 212; 1001; 10617; 40; https://twitter.com/alexandregarcia/status/1094554057358917632; None; None
2019-02-10 11:03:54+00:00; alexandregarcia; @lilian_tahan Que nos proteja Dom Bosco!; 11; 20; 616; 1; https://twitter.com/alexandregarcia/status/1094552532448354304; None; None
2019-02-09 23:30:15+00:00; alexandregarcia; @VEJA O da Vale já deu esse tipo de explicação.; 245; 540; 8751; 24; https://twitter.com/alexandregarcia/status/1094377971371130880; None; None
2019-02-09 16:52:22+00:00; alexandregarcia; @OCarioca @DefesaTv Aí ele. https://t.co/lzG8wr6SVB; 5; 1; 28; 0; https://twitter.com/alexandregarcia/status/1094277839627661313; None; None
2019-02-09 16:43:12+00:00; alexandregarcia; Tarde de sábado. Um Malbec do Vale do Uco, entre orquídeas e buganvílias. https://t.co/qDoF8HDxYu; 817; 387; 12415; 83; https://twitter.com/alexandregarcia/status/1094275534383648769; None; None
2019-02-09 15:31:56+00:00; alexandregarcia; @luciano_lao Tentei com Charles Atlas e não deu.; 23; 16; 640; 3; https://twitter.com/alexandregarcia/status/1094257596868034567; None; None
2019-02-09 14:24:51+00:00; alexandregarcia; @xicograziano Messias nomeou Jesus para cuidar da terra.; 452; 1440; 15286; 92; https://twitter.com/alexandregarcia/status/1094240715163488261; None; None
2019-02-09 00:27:14+00:00; alexandregarcia; Dezenas de vezes ouvi “por conta do incêndio”.  Não sei quem paga essa conta. Quem Apaga incêndio são os bombeiros. Quem paga, em geral, são as seguradoras. Fico pensando que estão querendo dizer “por causa do incêndio“.; 280; 885; 10968; 45; https://twitter.com/alexandregarcia/status/1094029921469562880; None; None
2019-02-08 23:18:38+00:00; alexandregarcia; @mario__inc O que gastou tinta para mostrar a crase do artigo com a preposição chama-se acento grave.; 1; 0; 22; 0; https://twitter.com/alexandregarcia/status/1094012659752673281; None; None
2019-02-08 23:10:29+00:00; alexandregarcia; @Alexnadre_7 O “ora et labora” deveria ter a ordem invertida. Trabalhar antes e rezar depois. Creio que aqui os resultados seriam melhores, sob as bênçãos de São Bento.; 18; 11; 172; 2; https://twitter.com/alexandregarcia/status/1094010610319323138; None; None
2019-02-08 22:37:36+00:00; alexandregarcia; @jarpa01 Quem é o país?; 13; 3; 111; 1; https://twitter.com/alexandregarcia/status/1094002333015597056; None; None
2019-02-08 22:34:05+00:00; alexandregarcia; Uma sucessão de água, fogo e tiros deixa 30 mortos no Rio de Janeiro. Antecedendo à grande catarse do Carnaval.; 301; 1166; 11253; 68; https://twitter.com/alexandregarcia/status/1094001449154080768; None; None
2019-02-08 12:10:53+00:00; alexandregarcia; Ela já está com dois filhinhos. https://t.co/womGHrrQ6H; 173; 41; 1691; 12; https://twitter.com/alexandregarcia/status/1093844615902490624; None; None
2019-02-08 10:32:14+00:00; alexandregarcia; @AnaPaulaVolei @maria_c_r_o Livro - insuperável. Não entrega pronto; o leitor é sempre o co-autor. O autor precisa da imaginação do leitor. Leitores não podem estar passivos. Não se fez nada melhor nos últimos 580 anos. Danke schön Herr Gutenberg.; 30; 92; 1864; 6; https://twitter.com/alexandregarcia/status/1093819787187245056; None; None
2019-02-08 02:18:19+00:00; alexandregarcia; @azeve_diego @padreroger Lendo.; 7; 0; 42; 0; https://twitter.com/alexandregarcia/status/1093695488627560449; None; None
2019-02-08 01:41:02+00:00; alexandregarcia; @g1 Quero colaborar para tratar o Olavo. Quanto ao arremessador dessa pessoa de quatro patas, ele é tão abjeto que não serve de chão para o Olavo descansar.; 277; 666; 11205; 36; https://twitter.com/alexandregarcia/status/1093686107206811648; None; None
2019-02-08 01:35:20+00:00; alexandregarcia; @aldorebelo Pelé é insuperável, amigo Aldo. https://t.co/HcWq66Gm4M; 22; 11; 491; 4; https://twitter.com/alexandregarcia/status/1093684675053277187; None; None
2019-02-08 01:17:10+00:00; alexandregarcia; Nova Zelândia, que belo país que acolheu “O Senhor dos Anéis”! https://t.co/Fy8IZQ3818; 44; 99; 2960; 2; https://twitter.com/alexandregarcia/status/1093680103224156160; None; https://twitter.com/garciajulia/status/1093676895844159488
2019-02-07 20:48:25+00:00; alexandregarcia; Lula cada vez mais preso. Na @eldoradoradio https://t.co/KwYzDT5ncn; 96; 369; 3665; 14; https://twitter.com/alexandregarcia/status/1093612468902027265; None; None
2019-02-07 20:20:46+00:00; alexandregarcia; @padreroger É o nosso otimismo, padre: anunciamos um carro usado como “semi novo”, escondendo que ele é “semi velho”. E quando se diz que “a coisa tá feia”, revela-se, na verdade, que está feia para que pronunciou a queixa.; 49; 209; 3766; 9; https://twitter.com/alexandregarcia/status/1093605510287376384; None; None
2019-02-07 13:35:49+00:00; alexandregarcia; @onyxlorenzoni Pobre Montesquieu, aqui no Brasil se misturam os poderes. É como se fosse regime parlamentar.; 69; 131; 2538; 5; https://twitter.com/alexandregarcia/status/1093503602260406272; None; None
2019-02-07 13:32:41+00:00; alexandregarcia; Ouvi “foram contabilizados 35 pontos de alagamento no Rio”. Sou formado em contabilidade e não sei como contabilizar isso; o que vai no débito e o que é lançado no crédito. Não seria “registrados” ou “contados” 35 alagamentos?; 895; 1963; 20859; 192; https://twitter.com/alexandregarcia/status/1093502813416624129; None; None
2019-02-07 10:21:23+00:00; alexandregarcia; Manhã desta quinta-feira, Brasília a 21 graus e 1100m acima do mar. O inverno do verão. https://t.co/hg6bqmzdsl; 70; 114; 3418; 4; https://twitter.com/alexandregarcia/status/1093454671811956736; None; None
2019-02-07 01:36:29+00:00; alexandregarcia; A pedrada de Davi que derrubou Renan Golias - agora também no Correio do Povo, o mais tradicional jornal do RS."A vitória de Davi" https://t.co/PbxfpMd4mN; 102; 551; 3839; 20; https://twitter.com/alexandregarcia/status/1093322573440577538; None; None
2019-02-07 01:33:12+00:00; alexandregarcia; @Isabelb68127350 Só áudio? Melhor. Não se verá o sangue.; 2; 0; 45; 0; https://twitter.com/alexandregarcia/status/1093321747313639425; None; None
2019-02-06 23:52:52+00:00; alexandregarcia; Saúde mal administrada e a mão do médico é que fica ensangüentada - num pronto-socorro de Manaus, salvando uma vida contra todas as dificuldades: https://t.co/tHULSQbN00; 149; 640; 5094; 31; https://twitter.com/alexandregarcia/status/1093296498962583552; None; None
2019-02-06 18:01:38+00:00; alexandregarcia; @flaviofachel Olha aí Fachel: começa com Wi-Fi. Serão seis. https://t.co/uWeLGWyEt8; 87; 150; 2033; 14; https://twitter.com/alexandregarcia/status/1093208109038952448; None; None
2019-02-06 11:19:42+00:00; alexandregarcia; @congemfoco Isso de laranjas é fichinha, perto do pecado maior: o de dar uma banana para os 230 mil eleitores de quase todos os municípios mineiros, que nele confiaram e o escolheram para representá-los. Deu as costas para seus mandantes, para ser ajudante do presidente.; 94; 304; 4653; 6; https://twitter.com/alexandregarcia/status/1093106958528327680; None; None
2019-02-06 09:37:00+00:00; alexandregarcia; Obrigado aos que congestionaram o WhatsApp da @RdGuaibaOficial enquanto eu era entrevistado pelo @rmendelski . Foi um excelente inicio de dia.; 115; 429; 7607; 13; https://twitter.com/alexandregarcia/status/1093081112442748928; None; None
2019-02-06 01:39:47+00:00; alexandregarcia; Realizo sonho de faculdade: ter um artigo semanal no mais tradicional jornal do Rio Grande do Sul. https://t.co/2ffjeRx2DQ; 1255; 2213; 28487; 153; https://twitter.com/alexandregarcia/status/1092961019150753795; None; https://twitter.com/correio_dopovo/status/1092739648084996096
2019-02-05 23:58:41+00:00; alexandregarcia; @AnaPaulaVolei @Estadao “A liberdade existe até para os ingratos”. Mas depois ficam com o sentimento escravizante da ingratidão.; 20; 196; 3172; 1; https://twitter.com/alexandregarcia/status/1092935575814983680; None; None
2019-02-05 17:52:50+00:00; alexandregarcia; @gcamarotti @miltonjung @cassiagodoy1 @jornaldacbn A divisão é entre os que defendem a Lei e os que defendem os fora-da-lei.; 562; 2472; 19639; 165; https://twitter.com/alexandregarcia/status/1092843507163824128; None; None
2019-02-05 17:29:41+00:00; alexandregarcia; @lucimarliotto @Chefcarolinavi1 @RejanePaiva @mitags @Katheresende @MellSam3 @Tarik_mohad @lewn51 @Ro_Moller @KendraChihaya @jualoeblein @ananiasfernanda @marcelloneves72 @MauroBittenAdv @ricardoleao022 @ZBiluga @MarcioM02035740 @MktMota Critiquei hoje no rádio a impaciência do paciente Bolsonaro mas a responsabilidade por tudo isso é do cérebro que comandou a mão de Adélio Bispo.; 30; 136; 553; 8; https://twitter.com/alexandregarcia/status/1092837681304883200; None; None
2019-02-05 17:26:02+00:00; alexandregarcia; @pefabiodemelo Quem é? Alguém que conhecemos? Parece o Leão Medroso do “Mágico de Oz”, mas não é.; 86; 41; 2342; 1; https://twitter.com/alexandregarcia/status/1092836761368055808; None; None
2019-02-05 00:14:07+00:00; alexandregarcia; @eduardo198908 @CarlaZambelli17 É que teimo em estar em país civilizado.; 7; 6; 234; 0; https://twitter.com/alexandregarcia/status/1092577072176869376; None; None
2019-02-04 23:42:48+00:00; alexandregarcia; @CarlaZambelli17 O pior disso é “o ministro ele”.; 58; 88; 2444; 6; https://twitter.com/alexandregarcia/status/1092569188479193088; None; None
2019-02-04 23:25:54+00:00; alexandregarcia; @ULI5535 @diogomainardi O professor de História não contou?; 128; 211; 2771; 21; https://twitter.com/alexandregarcia/status/1092564937984143367; None; None
2019-02-04 23:21:48+00:00; alexandregarcia; @diogomainardi Também quero, da Vanguarda Armada Revolucionária Palmares, que nos assaltou no Banco do Brasil de Viamão RS em março de 1970, quando eu pagava jornalismo na PUC com o salário de bancário. O Edmur me empurrou com o cano de uma pistola e quase me quebrou uma costela. Dilma era VAR.; 642; 5242; 24181; 305; https://twitter.com/alexandregarcia/status/1092563903878516737; None; None
2019-02-04 23:08:24+00:00; alexandregarcia; @aveirjapan @luciano_lao Isso é que é levitacão!; 5; 7; 316; 1; https://twitter.com/alexandregarcia/status/1092560532392103936; None; None
2019-02-04 23:05:09+00:00; alexandregarcia; @UOLNoticias “Se” é de Rudyard Kipling.; 13; 9; 302; 0; https://twitter.com/alexandregarcia/status/1092559716235001856; None; None
2019-02-04 23:03:14+00:00; alexandregarcia; @UOLNoticias Bancada da bala? Não seria da defesa contra bandidos?; 854; 2745; 25691; 147; https://twitter.com/alexandregarcia/status/1092559232271110147; None; None
2019-02-04 13:04:56+00:00; alexandregarcia; @gloriafperez @YahooBr Amarrado a poste? Mas a foto mostra o prefeito preso a uma berlinda pela perna.; 137; 124; 3517; 10; https://twitter.com/alexandregarcia/status/1092408666291142656; None; None
2019-02-03 23:11:57+00:00; alexandregarcia; Davi, momentos antes de abater o gigante Renan Golias(apud Bernini). https://t.co/txMfYfiiYJ; 294; 1151; 11043; 44; https://twitter.com/alexandregarcia/status/1092199036906553344; None; None
2019-02-03 15:52:47+00:00; alexandregarcia; Continua a comemoração dos 100 anos. Agora numa churrascaria chamada Centenário. https://t.co/7LEJQLmHB6; 293; 458; 12962; 29; https://twitter.com/alexandregarcia/status/1092088519571501058; None; None
2019-02-03 00:30:42+00:00; alexandregarcia; @RodolfoGMaia1 @andreee2_ Hope so; 2; 0; 81; 0; https://twitter.com/alexandregarcia/status/1091856468041715712; None; None
2019-02-03 00:27:25+00:00; alexandregarcia; Chuvarada lá fora e goteira no meu copo d’água... “são tantas as emoções “ https://t.co/V0D8Qj0UP3; 279; 247; 6133; 25; https://twitter.com/alexandregarcia/status/1091855640333565952; None; None
2019-02-03 00:24:35+00:00; alexandregarcia; Comemorando o milhão na pizzaria. https://t.co/69PbIPlEFW; 314; 443; 9853; 28; https://twitter.com/alexandregarcia/status/1091854929160007680; None; None
2019-02-02 22:16:56+00:00; alexandregarcia; E acabo de ser avisado de que fui agraciado com o Prêmio Liberdade de Imprensa. Já receberam este prêmio o venezuelano Miguel Otero e a cubana Yoani Sánchez. Será entregue em Porto Alegre no Fórum da Liberdade, que a Forbes considera o maior fórum de ideias da America Latina.; 3948; 3643; 44550; 522; https://twitter.com/alexandregarcia/status/1091822806969536512; None; None
2019-02-02 21:38:05+00:00; alexandregarcia; Somos mais de 1 milhão! Graças a cada um de vocês. Os que entraram por curiosidade, os que entraram para apoiar ou para discordar; para criticar ou para acrescentar; são todos bem-vindos. Agradeço a cada um de vocês pela companhia que me faz tão bem.; 1120; 1720; 27893; 90; https://twitter.com/alexandregarcia/status/1091813028943839233; None; None
2019-02-02 21:27:40+00:00; alexandregarcia; Passamos de 1 milhão de seguidores no mesmo momento em que Renan não conseguia passar pelo Senado e enquanto festejávamos  os 100 anos de minha mãe. Tudo a comemorar. https://t.co/jkDP21Aeao; 2689; 4471; 56649; 345; https://twitter.com/alexandregarcia/status/1091810407445118978; None; None
2019-02-02 19:47:28+00:00; alexandregarcia; @lilian_tahan Enfim, Renan cumpre (compulsoriamente) a palavra de que não seria candidato.; 121; 436; 5158; 23; https://twitter.com/alexandregarcia/status/1091785190475812865; None; None
2019-02-02 19:25:32+00:00; alexandregarcia; @augusto_sjc @blogdayeda Não as convidaria para jantar.; 1; 1; 30; 1; https://twitter.com/alexandregarcia/status/1091779671501475840; None; None
2019-02-02 19:21:26+00:00; alexandregarcia; @lilian_tahan E o Senado é a “Câmara Alta”.; 73; 61; 1543; 5; https://twitter.com/alexandregarcia/status/1091778640931631104; None; None
2019-02-02 12:11:27+00:00; alexandregarcia; O ciclo da vida: ⁦⁦@ahickmann⁩ Ana veio a Santa Cruz do Sul pela morte do pai; eu vim pelos 100 anos da mãe. Carpe diem - aproveitem cada dia. https://t.co/8vIeueqX14; 171; 608; 11528; 15; https://twitter.com/alexandregarcia/status/1091670430929293312; None; None
2019-02-02 11:24:35+00:00; alexandregarcia; @blogdayeda A cena faz lembrar aquela pior: senadoras comendo quentinhas na mesa diretora. E revelando que não aprenderam a se portar à mesa.; 174; 559; 5475; 36; https://twitter.com/alexandregarcia/status/1091658636923944961; None; None
2019-02-02 10:54:59+00:00; alexandregarcia; @LuizCarlosAzedo Lembra de quando Lewandovsky presidiu o Senado, com Renan.; 50; 89; 1086; 8; https://twitter.com/alexandregarcia/status/1091651186984402944; None; None
2019-02-02 10:53:36+00:00; alexandregarcia; @lilian_tahan Casa de Mãe Joana...; 804; 960; 11735; 116; https://twitter.com/alexandregarcia/status/1091650839998025729; None; None
2019-02-02 00:49:38+00:00; alexandregarcia; Que vexame! https://t.co/Q86KQQbOES; 837; 1553; 13887; 126; https://twitter.com/alexandregarcia/status/1091498843487772672; None; https://twitter.com/ReutersBrasil/status/1091496815055290369
2019-02-01 21:00:40+00:00; alexandregarcia; Quando eu tinha um ano, há 77 anos. E para tirar a primazia da piada pronta: eu era cabeçudo; agora barrigudo. https://t.co/9HWsuupYZ8; 305; 274; 6482; 23; https://twitter.com/alexandregarcia/status/1091441223796211713; None; None
2019-02-01 20:24:17+00:00; alexandregarcia; Cena de Shakespeare? Ser ou não ser? Ou “Flowers to the flower”? - minha mãe entre as flores do centenário. https://t.co/IjBded0ZX6; 166; 130; 4043; 5; https://twitter.com/alexandregarcia/status/1091432068360425472; None; None
2019-02-01 18:55:25+00:00; alexandregarcia; As Luísas formam os dos extremos de idade na seminova Câmara: Luíza Erundina, com 84 anos(viva a vida!) e Luísa Canziani, com 22(bem-vinda à vida política!). https://t.co/d2eUEvTa8k; 42; 88; 1206; 2; https://twitter.com/alexandregarcia/status/1091409702578253827; None; https://twitter.com/Metropoles/status/1091315694694744064
2019-02-01 18:22:05+00:00; alexandregarcia; Será que é aqui em Santa Cruz a 38 graus? https://t.co/EIoeLrSZWu; 284; 861; 9255; 108; https://twitter.com/alexandregarcia/status/1091401317338279936; None; None
2019-02-01 12:30:52+00:00; alexandregarcia; @BarbeiroJudo Santa Cruz do Sul; 2; 0; 72; 0; https://twitter.com/alexandregarcia/status/1091312930782613505; None; None
2019-02-01 12:29:14+00:00; alexandregarcia; @LenaBrito7 Veja se estão chamando você de usuário...; 2; 2; 110; 0; https://twitter.com/alexandregarcia/status/1091312518780329985; None; None
2019-02-01 12:23:14+00:00; alexandregarcia; @LuizCarlosAzedo LC Azedo sempre uma bússola.; 2; 2; 116; 2; https://twitter.com/alexandregarcia/status/1091311005756542976; None; None
2019-02-01 12:00:25+00:00; alexandregarcia; Finalmente a língua portuguesa respeitada!👏👏👏 https://t.co/3nTHfHqnGJ; 284; 565; 7771; 67; https://twitter.com/alexandregarcia/status/1091305263976669184; None; None
2019-02-01 01:54:02+00:00; alexandregarcia; @brasilianfan @PqdtMoraes Oberst Eggers...; 1; 0; 10; 0; https://twitter.com/alexandregarcia/status/1091152664472309761; None; None
2019-01-31 22:29:44+00:00; alexandregarcia; @UOLNoticias Vai Renan para a quinta presidência do Senado? Superará Sarney, que é tetra.; 710; 382; 5592; 134; https://twitter.com/alexandregarcia/status/1091101251188740097; None; None
2019-01-31 21:14:30+00:00; alexandregarcia; Brumadinho e as brumas brasileiras. O meu artigo de hoje nos jornais. "País que não aprende" https://t.co/BvacEjK8kY; 81; 378; 2257; 22; https://twitter.com/alexandregarcia/status/1091082317718798336; None; None
2019-01-31 21:00:49+00:00; alexandregarcia; @PqdtMoraes Aí viro sgt Garcia, caro pqd Moraes...; 5; 0; 29; 0; https://twitter.com/alexandregarcia/status/1091078874044289026; None; None
2019-01-31 20:38:31+00:00; alexandregarcia; Depois de um dia de recordações de meus tempos no 7RI, hoje meu anfitrião, General Carrião, deixa o comando da 6ª Brigada de Infantaria Blindada em Santa Maria e vai para Campo Grande. https://t.co/ioo3D2JAEZ; 76; 241; 3927; 9; https://twitter.com/alexandregarcia/status/1091073260677185538; None; None
2019-01-31 18:33:10+00:00; alexandregarcia; Falta o nome do deputado. https://t.co/JZ59TMp5pr; 699; 1740; 8515; 221; https://twitter.com/alexandregarcia/status/1091041717405601794; None; https://twitter.com/EduardoLaviano/status/1090968042991808513
2019-01-31 17:08:32+00:00; alexandregarcia; @exercitooficial O Exército já tem a tenente-coronel Andrea Firmo comandando uma base militar na missão de paz da ONU no Saara Ocidental. Valorosas brasileiras! https://t.co/Lj0ha6tld5; 62; 358; 3887; 37; https://twitter.com/alexandregarcia/status/1091020420130787330; None; None
2019-01-31 12:51:52+00:00; alexandregarcia; “Sala de Cafezinho”, agora na Rádio Gazeta, Santa Cruz do Sul. Em excelente companhia, na minha origem radiofônica. https://t.co/Uh1CZRcjHB; 60; 111; 2424; 7; https://twitter.com/alexandregarcia/status/1090955827291308032; None; None
2019-01-31 01:35:43+00:00; alexandregarcia; @DaniloGentili Faço votos de que também você também tenha essa graça.; 42; 101; 8421; 6; https://twitter.com/alexandregarcia/status/1090785666626215936; None; None
2019-01-30 23:32:40+00:00; alexandregarcia; Meu orgulho dela, que me passou tanto amor pela vida. Obrigado, Gisele, pela sua arte e talento. https://t.co/lJbDUCE5D2; 182; 955; 15468; 23; https://twitter.com/alexandregarcia/status/1090754700121686016; None; https://twitter.com/GiseleDaminell2/status/1090719031353622537
2019-01-30 23:24:43+00:00; alexandregarcia; @GiseleDaminell2 Meu orgulho dela, que me passou tanto amor à vida.; 45; 75; 3784; 4; https://twitter.com/alexandregarcia/status/1090752700973834241; None; None
2019-01-30 17:07:26+00:00; alexandregarcia; Brindando por mais 100 anos e agradecendo os exemplos e educação que Ela me deu. https://t.co/2z6tq2gla4; 2623; 2895; 66290; 279; https://twitter.com/alexandregarcia/status/1090657751351611395; None; None
2019-01-30 16:09:51+00:00; alexandregarcia; @juniorccero Sábado; 8; 0; 128; 0; https://twitter.com/alexandregarcia/status/1090643262761779200; None; None
2019-01-30 15:31:31+00:00; alexandregarcia; 100 anos hoje de minha mãe! Brindando à missão cumprida de dona Thalita. https://t.co/JbeLlGr2xd; 2911; 2011; 46377; 309; https://twitter.com/alexandregarcia/status/1090633615724240897; None; None
2019-01-29 23:18:47+00:00; alexandregarcia; Chego agora ao Instagram. Espero a companhia dos quase 1 milhão que já me seguem no Twitter e dos que me procuraram em outros perfis com meu nome. Saúdo a todos! Bem-vindos! Tin-tin! Meu ig: https://t.co/x5cC2d0zGo https://t.co/hWrsjhZEHV; 586; 824; 11523; 33; https://twitter.com/alexandregarcia/status/1090388819529121793; None; None
2019-01-29 20:15:00+00:00; alexandregarcia; O excelente Osório, produção brasileira de primeiro mundo, não teve futuro, vítima do mercado mundial. https://t.co/2tTjGPw7Wi; 166; 510; 6817; 32; https://twitter.com/alexandregarcia/status/1090342566170636288; None; None
2019-01-29 20:04:44+00:00; alexandregarcia; O rancho continua o mesmo. https://t.co/q4zDTqedhg; 122; 263; 6862; 9; https://twitter.com/alexandregarcia/status/1090339982944989184; None; None
2019-01-29 19:18:31+00:00; alexandregarcia; 60 anos depois, de volta à CCP2. https://t.co/M5AaSBFboy; 581; 1477; 23281; 75; https://twitter.com/alexandregarcia/status/1090328352534265858; None; None
2019-01-28 13:43:52+00:00; alexandregarcia; Renan rezando por Bolsonaro. Na @eldoradoradio  https://t.co/t77QjQjKrn; 198; 151; 1981; 21; https://twitter.com/alexandregarcia/status/1089881746915643392; None; None
2019-01-27 18:07:37+00:00; alexandregarcia; @STen_Irapuan Adão e Hitler tiveram Eva.; 18; 6; 295; 1; https://twitter.com/alexandregarcia/status/1089585733998993410; None; None
2019-01-27 18:05:54+00:00; alexandregarcia; @flaviofachel @sr_guba Na visita de Charles a Collor, eu disse no vivo do JN: “Então o Príncipe disse ao Rei...”; 17; 7; 245; 0; https://twitter.com/alexandregarcia/status/1089585303160012803; None; None
2019-01-27 18:02:40+00:00; alexandregarcia; Hoje, no Mosteiro de São Bento em Brasília, missa também pelas vítimas de Brumadinho. https://t.co/szuseGI34H; 51; 266; 4055; 11; https://twitter.com/alexandregarcia/status/1089584487883780096; None; None
2019-01-27 17:47:01+00:00; alexandregarcia; Upgrading: há alguns anos, o presidente viajava com a Rosemary... https://t.co/hU1nSlnwDE; 657; 1185; 9080; 134; https://twitter.com/alexandregarcia/status/1089580551898583041; None; https://twitter.com/blogteleguiado/status/1089330763789729792
2019-01-27 17:36:39+00:00; alexandregarcia; @Ricamconsult Relógio, bússola, canivete... a isso é reduzida uma pessoa quando se torna gerente? E o cara quereria ser isso? Não é verdade; é ficção. É só literatura.; 103; 152; 3240; 7; https://twitter.com/alexandregarcia/status/1089577943846785025; None; None
2019-01-27 16:50:36+00:00; alexandregarcia; @Cristia00624883 Cristiano, lembra do Marco Aurélio Top-top comemorando o defeito no reversor do avião, que matou 300 em Congonhas?; 26; 60; 533; 1; https://twitter.com/alexandregarcia/status/1089566352942292994; None; None
2019-01-27 16:21:36+00:00; alexandregarcia; Como tem gente “faturando” a tragédia de Brumadinho...depois, vão esperar a próxima.; 601; 2086; 21344; 110; https://twitter.com/alexandregarcia/status/1089559055922851840; None; None
2019-01-27 01:59:44+00:00; alexandregarcia; O ultimato foi prorrogado de 3 para 30 dias. Ganhou um zero... https://t.co/BkaVsO5K04; 332; 1251; 10443; 56; https://twitter.com/alexandregarcia/status/1089342159034175490; None; https://twitter.com/alexandregarcia/status/1088557850606092291
2019-01-26 17:21:47+00:00; alexandregarcia; Como não posso responder a todos, façamos o seguinte teste: pegue a girafa do seu aquário e o tubarão do seu jardim e aplique Darwin: qual dos dois, em poucos milhões de anos, vai conseguir comer os brotos do topo da sequoia? Resultados para a BBC Brasil. https://t.co/TUHKyej2E5; 175; 343; 3816; 22; https://twitter.com/alexandregarcia/status/1089211814062231553; None; https://twitter.com/alexandregarcia/status/1089190469169541120
2019-01-26 17:01:47+00:00; alexandregarcia; @fabbiomarques @AnaPaulaVolei @silvioluiz Chianti DOCG; 2; 0; 21; 0; https://twitter.com/alexandregarcia/status/1089206780910071809; None; None
2019-01-26 16:58:50+00:00; alexandregarcia; O telefone toca e eu atendo: “com quem estou falando?” - diz a voz. “Com alguém que você acabou de acordar, da sesta do sábado à tarde” - respondo. “Estou fazendo o meu trabalho” - alega a moça. Então recomendo: “Pois vá procurar um trabalho menos prejudicial aos outros “.; 1250; 2816; 34653; 228; https://twitter.com/alexandregarcia/status/1089206039143161856; None; None
2019-01-26 16:25:45+00:00; alexandregarcia; Para ⁦@AnaPaulaVolei⁩ e ⁦@silvioluiz⁩: aqui sentado, sorvendo os últimos goles de um mosto fermentado de uva, e com o pensamento nas nuvens. Carpe diem! https://t.co/jyKVCtA9TG; 95; 133; 3878; 12; https://twitter.com/alexandregarcia/status/1089197713466494977; None; None
2019-01-26 16:19:07+00:00; alexandregarcia; @PauloMartins10 @flaviogordon Guernica ou Ibiza?; 180; 279; 4811; 19; https://twitter.com/alexandregarcia/status/1089196043240120323; None; None
2019-01-26 16:13:06+00:00; alexandregarcia; Garrincha atualíssimo: Maduro avisou os russos. https://t.co/wY97alsTAE; 109; 398; 2585; 26; https://twitter.com/alexandregarcia/status/1089194528693719041; None; https://twitter.com/boliviaprensa/status/1088926475712114688
2019-01-26 15:56:58+00:00; alexandregarcia; @bbcbrasil Explica como a gente compara o tamanho de um tubarão-branco com um girafa adulta.; 468; 315; 7061; 45; https://twitter.com/alexandregarcia/status/1089190469169541120; None; None
2019-01-26 12:04:16+00:00; alexandregarcia; @dtfesc Não foi correção. Educar, conduzir... até o outro nome de Mussolini(Duce).; 0; 0; 11; 0; https://twitter.com/alexandregarcia/status/1089131906967527426; None; None
2019-01-25 23:31:22+00:00; alexandregarcia; @UOLNoticias Fatal foi a enxurrada. As vítimas não mataram. Foram mortas.; 32; 74; 420; 0; https://twitter.com/alexandregarcia/status/1088942434434859008; None; None
2019-01-25 23:23:23+00:00; alexandregarcia; @UOLNoticias Mídia internacional é da ONU? Ou seria mídia estrangeira?; 35; 45; 334; 0; https://twitter.com/alexandregarcia/status/1088940426579660800; None; None
2019-01-25 23:13:04+00:00; alexandregarcia; @dtfesc Conduzir; 1; 0; 21; 0; https://twitter.com/alexandregarcia/status/1088937827197485057; None; None
2019-01-25 23:11:23+00:00; alexandregarcia; @Escritor4 Canto orfeônico! Saber ler uma partitura! Aos 14 anos.; 3; 1; 21; 0; https://twitter.com/alexandregarcia/status/1088937405007179776; None; None
2019-01-25 21:54:00+00:00; alexandregarcia; @Jalimarodrigues Eu baixo a aba do chapéu nas trilhas. Aí as teias não grudam no rosto.; 1; 0; 7; 0; https://twitter.com/alexandregarcia/status/1088917932472713216; None; None
