2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-03-11 11:49:59+00:00; lauraabcarvalho; Hoje às 14h estarei com Samuel Pessoa no @estudiocbn da @tavasconcellos discutindo a situação da nossa economia.; 22; 19; 304; 5; https://twitter.com/lauraabcarvalho/status/1237707335860137986; None; None
2020-03-11 11:43:43+00:00; lauraabcarvalho; @Costa06773972 Sim!; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1237705759682711552; None; None
2020-03-11 11:27:23+00:00; lauraabcarvalho; @pv_faria Que bom que gostou! E sim, já estamos conversando sobre tornar mais fluido. Vamos pegar o jeito!; 1; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1237701649331871744; None; None
2020-03-11 11:09:06+00:00; lauraabcarvalho; Assim vocês me ajudam também a viabilizar o podcast e outros trabalhos de disseminação de conhecimento em economia.; 3; 7; 97; 0; https://twitter.com/lauraabcarvalho/status/1237697047618129921; None; None
2020-03-11 11:07:32+00:00; lauraabcarvalho; @DaniloV64177316 https://t.co/9qrlgqPbED; 0; 4; 26; 0; https://twitter.com/lauraabcarvalho/status/1237696656038117379; None; None
2020-03-11 10:55:44+00:00; lauraabcarvalho; @tiagoplira @RenanQuinalha Semanal!; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1237693684130381824; None; None
2020-03-11 10:54:45+00:00; lauraabcarvalho; @thomazportugal Arrasou!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1237693437262139392; None; None
2020-03-11 10:52:20+00:00; lauraabcarvalho; Pra quem gostou do podcast e está querendo entender mais profundamente porque chegamos nessa crise e porque a recuperação está tão lenta, estamos com as matrículas abertas só até sexta-feira pro nosso curso online. https://t.co/hJXrxDrGya; 27; 77; 610; 3; https://twitter.com/lauraabcarvalho/status/1237692829381599232; None; None
2020-03-10 20:42:47+00:00; lauraabcarvalho; @petracostal @RenanQuinalha Ainda estão subindo, a Apple demora a autorizar, mas vai ter :); 2; 1; 30; 0; https://twitter.com/lauraabcarvalho/status/1237479033694236673; None; None
2020-03-10 20:35:10+00:00; lauraabcarvalho; @klangoso Sim mas neles demora pra sair, está em beta aguardando...; 2; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1237477117195141120; None; None
2020-03-10 20:22:49+00:00; lauraabcarvalho; Subimos no Deezer já também, pra quem estava pedindo outras plataformas. https://t.co/qPHtW3ZugT; 9; 3; 76; 0; https://twitter.com/lauraabcarvalho/status/1237474008410599425; None; None
2020-03-10 18:03:23+00:00; lauraabcarvalho; @pedrolrossi @RenanQuinalha Valeu, Pedro!!; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1237438917474947073; None; None
2020-03-10 13:00:31+00:00; lauraabcarvalho; @manucaferreira @RenanQuinalha 🎉🎉🎉🎉🎉; 1; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1237362700889579522; None; None
2020-03-10 12:00:57+00:00; lauraabcarvalho; Nasceu! Aqui está o link pro piloto do podcast Entretanto, em que @RenanQuinalha e eu vamos tentar esclarecer e questionar os temas da ordem do dia de Direito e Economia. É só o primeiro: mandem sugestões, dúvidas e comentários com a hashtag #Entretanto. https://t.co/9qrlgqPbED; 111; 357; 2027; 70; https://twitter.com/lauraabcarvalho/status/1237347708358311937; None; None
2020-03-10 00:30:58+00:00; lauraabcarvalho; Matéria da @thais_bilenky com três mulheres economistas. Coisa rara. https://t.co/j5kAmz3UWp; 8; 46; 398; 0; https://twitter.com/lauraabcarvalho/status/1237174068857757697; None; https://twitter.com/zerotoledo/status/1237173224527613952
2020-03-10 00:18:57+00:00; lauraabcarvalho; @dainezi Acho que a inflação está ancorada por causa da crise, mas pode subir um pouco. Mas o BC pode interromper a queda dos juros, os investimentos da Petrobras podem cair mais, estados e municípios quebrados podem cortar investimentos, etc.; 3; 0; 71; 1; https://twitter.com/lauraabcarvalho/status/1237171047138570241; None; None
2020-03-10 00:13:32+00:00; lauraabcarvalho; Essa queda do preço de petróleo, se sustentada, vai pegar uma economia brasileira muito mais frágil do que em 2015. Não é só sobre a bolsa e o dólar, é sobre a Petrobras e os estados e municípios que dependem de royalties. E com o teto de gastos impedindo estímulos.; 28; 419; 2697; 21; https://twitter.com/lauraabcarvalho/status/1237169682978951168; None; None
2020-03-09 23:48:05+00:00; lauraabcarvalho; Gente a procura pelo curso hoje foi imensa, estou muito feliz de poder ser professora dessa turma no Brasil todo. Os 10 agraciados com o livro vão receber email. As matrículas vão só até essa sexta 13/3. https://t.co/AHWOyWaGjF; 5; 7; 223; 1; https://twitter.com/lauraabcarvalho/status/1237163279610302464; None; https://twitter.com/lauraabcarvalho/status/1236976573053636608
2020-03-09 23:42:01+00:00; lauraabcarvalho; @AnaPedreira Sobre economia e direito: eu e @RenanQuinalha; 3; 1; 80; 0; https://twitter.com/lauraabcarvalho/status/1237161752833470465; None; None
2020-03-09 23:41:47+00:00; lauraabcarvalho; @alexia_mattos @DiegoBunazar Ainda não entrou! Amanhã:); 2; 0; 24; 0; https://twitter.com/lauraabcarvalho/status/1237161692485816326; None; None
2020-03-09 22:45:19+00:00; lauraabcarvalho; @DiegoBunazar O podcast se chama Entretanto. Lançamos amanhã; 11; 16; 391; 0; https://twitter.com/lauraabcarvalho/status/1237147480913051648; None; None
2020-03-09 22:40:46+00:00; lauraabcarvalho; Pro pessoal que está me pedindo opinião sobre esse caos: amanhã lançamos nosso podcast nas plataformas, quarta estarei no Estudio CBN às 14h e quinta às 23h no Mario Sergio Conti na Globo News.; 46; 178; 2471; 15; https://twitter.com/lauraabcarvalho/status/1237146335289229313; None; None
2020-03-09 22:34:48+00:00; lauraabcarvalho; A @flaviaol também perfeita!!!!!!!!; 4; 5; 210; 0; https://twitter.com/lauraabcarvalho/status/1237144836710465546; None; None
2020-03-09 22:30:19+00:00; lauraabcarvalho; Gente eu quero dizer que estou amando a @bollemdb hoje aqui no Twitter e na @GloboNews! Só verdades; 44; 57; 1303; 7; https://twitter.com/lauraabcarvalho/status/1237143707838750720; None; None
2020-03-09 22:28:44+00:00; lauraabcarvalho; @thiamparo ❤️; 0; 1; 8; 0; https://twitter.com/lauraabcarvalho/status/1237143308415139840; None; None
2020-03-09 16:30:43+00:00; lauraabcarvalho; @bollemdb 🙏🏽🙏🏽🙏🏽🙏🏽; 9; 10; 528; 6; https://twitter.com/lauraabcarvalho/status/1237053210419965952; None; None
2020-03-09 11:26:11+00:00; lauraabcarvalho; Abriram agora as matrículas pro curso online de economia brasileira para leigos que o @paulogala me convidou pra fazer com ele com base no meu livro! Vagas limitadas, pois vamos solucionar dúvidas dos alunos. Os 10 primeiros inscritos ganham o livro. https://t.co/ziehHZgEM7; 21; 70; 462; 5; https://twitter.com/lauraabcarvalho/status/1236976573053636608; None; None
2020-03-08 22:42:13+00:00; lauraabcarvalho; Apertem os cintos que a semana vai começar bem difícil para nossa economia https://t.co/rljdsdnfAr; 114; 691; 4492; 69; https://twitter.com/lauraabcarvalho/status/1236784312839741440; None; https://twitter.com/FinancialTimes/status/1236782926261620736
2020-03-08 21:51:52+00:00; lauraabcarvalho; Robinson foi uma das protagonistas do que ainda pode ser visto como o principal debate teórico na economia no século XX: a controvérsia de Cambridge do capital. Ela e Sraffa de um lado, Samuelson e Solow de outro. https://t.co/5THZaJcYpv; 0; 7; 72; 0; https://twitter.com/lauraabcarvalho/status/1236771641826381824; None; None
2020-03-08 21:41:11+00:00; lauraabcarvalho; Leiam mais sobre ela: https://t.co/su91i6sfzI; 1; 7; 56; 0; https://twitter.com/lauraabcarvalho/status/1236768954850385924; None; None
2020-03-08 21:37:45+00:00; lauraabcarvalho; Nesse #8M escolho falar de Joan Robinson, economista que muitos consideram que só não ganhou o Nobel por ser mulher. Para além de ser uma das principais teóricas do crescimento econômico, ela também   merece ser lida como filósofa: https://t.co/bj2YuASWWE; 11; 86; 688; 6; https://twitter.com/lauraabcarvalho/status/1236768091071221767; None; None
2020-03-08 19:06:50+00:00; lauraabcarvalho; Excelente o texto da @folha_ombudsman https://t.co/TIgNIxYxhJ; 7; 31; 288; 2; https://twitter.com/lauraabcarvalho/status/1236730112227323905; None; https://twitter.com/jpkupfer123/status/1236664578035126273
2020-03-08 18:00:38+00:00; lauraabcarvalho; @IgorHPFernandes https://t.co/GVrc5CgxuE; 2; 1; 130; 0; https://twitter.com/lauraabcarvalho/status/1236713452464472072; None; None
2020-03-08 17:40:44+00:00; lauraabcarvalho; @Viniciusqn99Q Sim, verdade. Embora a primeira versão já tivesse sido adotada nos EUA nos anos 40.; 1; 1; 48; 0; https://twitter.com/lauraabcarvalho/status/1236708444641640450; None; None
2020-03-07 18:21:21+00:00; lauraabcarvalho; Que orgulho ❤️ https://t.co/9mXQk1WBUD; 1; 15; 407; 0; https://twitter.com/lauraabcarvalho/status/1236356277707644930; None; https://twitter.com/julianadiota/status/1236319618417012737
2020-03-07 17:21:39+00:00; lauraabcarvalho; Matéria da Folha que inclui declarações minhas sobre a celebração da queda do “PIB público” e crescimento do “PIB privado”.  https://t.co/C2rZI4M4xI; 7; 22; 217; 1; https://twitter.com/lauraabcarvalho/status/1236341252800602114; None; None
2020-03-07 16:54:21+00:00; lauraabcarvalho; @Diegotbr @RenanQuinalha Não é um podcast de entrevistas. Seremos eu e Renan, professores de economia e direito, esclarecendo os temas da ordem do dia.; 4; 0; 67; 0; https://twitter.com/lauraabcarvalho/status/1236334384602644481; None; None
2020-03-07 16:52:43+00:00; lauraabcarvalho; @ONeoconstituci1 @RenanQuinalha Semana que vem!!; 2; 0; 17; 0; https://twitter.com/lauraabcarvalho/status/1236333972407431168; None; None
2020-03-07 16:51:28+00:00; lauraabcarvalho; @GideBello @RenanQuinalha Surpresa! :); 1; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1236333656781852672; None; None
2020-03-07 16:47:24+00:00; lauraabcarvalho; 2020 começou com tudo. Eu e @RenanQuinalha gravamos o piloto de um podcast que vai tentar esclarecer o economês e o juridiquês do nosso turbulento noticiário. Se vocês gostarem, o projeto vai pra frente. Está quase quase pronto, aguardem.; 83; 138; 2479; 22; https://twitter.com/lauraabcarvalho/status/1236332633472237571; None; None
2020-03-07 16:45:14+00:00; lauraabcarvalho; @maisumdan 🥰🥰🥰; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1236332087621365763; None; None
2020-03-07 16:15:02+00:00; lauraabcarvalho; @alochico O curso é para o público leigo, a ideia é ensinar conceitos de economia a partir da trajetória da economia brasileira na última década.; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1236324486909222913; None; None
2020-03-07 15:55:45+00:00; lauraabcarvalho; Gente segunda-feira 8h abrem as inscrições pro nosso curso online! Os 10 primeiros inscritos ganham o livro autografado. Fiquem de olho lá no blog do Paulo: https://t.co/WtDnX4fkRo https://t.co/oZ4VyntjLB; 5; 21; 276; 2; https://twitter.com/lauraabcarvalho/status/1236319633562652672; None; https://twitter.com/nmagicupdry/status/1236316699634393099
2020-03-07 13:38:01+00:00; lauraabcarvalho; Na direção correta https://t.co/ZtfMPjkPrM; 13; 97; 805; 4; https://twitter.com/lauraabcarvalho/status/1236284972262199296; None; https://twitter.com/andreroncaglia/status/1236279179596959744
2020-03-07 04:28:16+00:00; lauraabcarvalho; @edusgarcia @dude_rrr @eneraldo Sou eu com certeza, entre outros. Não é a primeira vez que ela se refere a mim dessa forma. Eu coordenei o programa econômico do Guilherme Boulos em 2018 e fiz o debate interno no partido sobre a auditoria. Fiz um fio aqui nos comentários que explica as razões.; 1; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1236146624596004864; None; None
2020-03-07 04:16:36+00:00; lauraabcarvalho; @WiltonZampra https://t.co/Z5vTDQGnKO; 9; 1; 36; 2; https://twitter.com/lauraabcarvalho/status/1236143688243466240; None; None
2020-03-07 04:15:33+00:00; lauraabcarvalho; @WiltonZampra https://t.co/eD4FcAKlQm; 1; 1; 1; 1; https://twitter.com/lauraabcarvalho/status/1236143425331908609; None; https://twitter.com/gustavonasa/status/1235748304329338880
2020-03-07 04:05:36+00:00; lauraabcarvalho; @edusgarcia @dude_rrr @eneraldo Eu coordenei a elaboração do programa econômico do Guilherme Boulos nas eleições de 2018 e fiz o debate interno no partido sobre essa questão da auditoria.; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1236140921672134656; None; None
2020-03-07 04:02:21+00:00; lauraabcarvalho; @edusgarcia @dude_rrr @eneraldo https://t.co/eD4FcAKlQm; 3; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1236140103057264641; None; https://twitter.com/gustavonasa/status/1235748304329338880
2020-03-07 03:54:29+00:00; lauraabcarvalho; @mirelafetter Por que privatização? Se o governo parar de emitir dívida, faltarão ainda mais recursos públicos. Todo governo emite dívida....; 1; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1236138123907731456; None; None
2020-03-07 03:45:50+00:00; lauraabcarvalho; @RaphaelPreto1 @mirelafetter Não necessariamente. Hoje no Tesouro Direto qualquer pessoa pode comprar. Além disso, tem seguradoras, fundos de previdência (muitos deles de funcionários públicos), investidores estrangeiros etc. Achei fácil aqui um gráfico de 2017. https://t.co/LJUmcpYCsa; 2; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1236135945260470272; None; None
2020-03-07 03:41:28+00:00; lauraabcarvalho; @RaphaelPreto1 @mirelafetter É a dívida emitida na forma de títulos públicos em mercado. Ao contrário por exemplo de uma dívida oriunda de um contrato de empréstimo junto a um banco estrangeiro específico ou ao FMI, por exemplo.; 1; 0; 3; 1; https://twitter.com/lauraabcarvalho/status/1236134846956740610; None; None
2020-03-07 03:28:22+00:00; lauraabcarvalho; @mirelafetter @mlfattorelli Hoje qualquer um pode comprar títulos no Tesouro Direto, então está cada vez mais pulverizado.; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1236131549856378880; None; None
2020-03-07 03:26:36+00:00; lauraabcarvalho; @mirelafetter @mlfattorelli Acho que sigilo bancário e financeiro de indivíduos é mais difícil de quebrar. Mas temos bastante informação tabulada sobre isso. https://t.co/svzQC450uu; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1236131105742430208; None; None
2020-03-07 03:23:44+00:00; lauraabcarvalho; @mirelafetter @mlfattorelli Sinceramente tenho a sensação de que seria muito mais útil ter essa legião de pessoas bem intencionadas discutinto teto de gastos, juros, controles de capitais, meta de primário etc. Mas se pra isso precisam primeiro auditar a dívida, que façam.; 5; 0; 16; 0; https://twitter.com/lauraabcarvalho/status/1236130382824775686; None; None
2020-03-07 03:20:10+00:00; lauraabcarvalho; @mirelafetter @mlfattorelli Qual é o custo dessa auditoria? Ela mesma quer auditar? Se não é pra reduzir o patamar de dívida, é pra quê? O que significa auditar, o que ela quer ver exatamente que não está no site do BC?; 3; 1; 15; 0; https://twitter.com/lauraabcarvalho/status/1236129485596102656; None; None
2020-03-07 03:18:17+00:00; lauraabcarvalho; @CledirGirotto @mirelafetter Basicamente dívida, impostos ou crescimento econômico que gera maior arrecadação. Antes do teto já tínhamos uma meta de superávit primário (diferença entre arrecadação e o gasto excluindo juros), que também restringia a disponibilidade de recursos.; 6; 1; 64; 0; https://twitter.com/lauraabcarvalho/status/1236129014235959296; None; None
2020-03-07 03:12:56+00:00; lauraabcarvalho; @mirelafetter O Banco Central faz isso para o Tesouro Nacional. Essa emissão é a que tem financiado boa parte do gasto público brasileiro, pois estamos com deficit há muitos anos. Os dados sobre a emissão dos vários tipos de título estão no site do Banco Central; 1; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1236127665574285315; None; None
2020-03-07 03:07:04+00:00; lauraabcarvalho; @mirelafetter Acho que focar no tamanho da dívida tem o problema de acabar reforçando o argumento dos que defendem a austeridade. A falta de recursos é fruto da opção por manter o teto de gastos e não fazer aumentos de impostos, ou não admitir um resultado primário menor no momento de crise.; 5; 7; 105; 1; https://twitter.com/lauraabcarvalho/status/1236126189955186688; None; None
2020-03-07 03:01:30+00:00; lauraabcarvalho; @mirelafetter O meu ponto sempre foi que o buraco é mais embaixo. Além disso, os dados que a ACD apresenta sobre o quanto dos recursos vai pra juros são equivocados e na minha visão obscurecem o debate, pois não apontam pro real problema. Espero ter ajudado. 9/; 3; 3; 98; 0; https://twitter.com/lauraabcarvalho/status/1236124790815154177; None; None
2020-03-07 02:59:08+00:00; lauraabcarvalho; @mirelafetter Defender controles de capitais e tributação elevadíssima dos mais ricos certamente não são coisas que agradariam o mercado financeiro. Defender o fim desse teto de gastos e da meta de primário também não. 8/; 2; 6; 98; 0; https://twitter.com/lauraabcarvalho/status/1236124192707313664; None; None
2020-03-07 02:57:22+00:00; lauraabcarvalho; @mirelafetter O Banco Central sobe juros muitas vezes pra atrair investidores estrangeiros e impedir que o dólar suba (o que bate na inflação). Eu sou das mais radicais na defesa de controles de capitais para que não tenhamos esses tão fluxos voláteis de investimentos para o Brasil. 6/; 2; 7; 105; 1; https://twitter.com/lauraabcarvalho/status/1236123748064993280; None; None
2020-03-07 02:55:28+00:00; lauraabcarvalho; @mirelafetter Acho importante entender que a dívida tem determinantes que nada têm a ver com gasto primário ou receitas do governo. Juros importam, e o debate sobre as causas dos juros altos é essencial. Pra reduzir, são muitos elementos. Por exemplo, a taxa de câmbio (o dólar). 6/; 2; 8; 96; 0; https://twitter.com/lauraabcarvalho/status/1236123268979060737; None; None
2020-03-07 02:53:45+00:00; lauraabcarvalho; @mirelafetter O que restringe hoje o orçamento é o teto de gastos e a meta de resultado primário, não o tamanho da dívida, que não temos tido nenhuma dificuldade em rolar. 5/; 5; 11; 119; 0; https://twitter.com/lauraabcarvalho/status/1236122838630912008; None; None
2020-03-07 02:51:33+00:00; lauraabcarvalho; @mirelafetter E se resolver não pagar, como fará com que os novos títulos emitidos não tenham que pagar juros ainda mais altos pra serem comprados? E se não conseguirmos mais emitir dívida, isso não vai restringir ainda mais o orçamento das áreas prioritárias? 4/; 6; 6; 126; 0; https://twitter.com/lauraabcarvalho/status/1236122284643037184; None; None
2020-03-07 02:49:15+00:00; lauraabcarvalho; @mirelafetter Isso significa que mesmo que você suponha que vai encontrar algo irregular nessa auditoria (apesar de eu achar que os dados sobre a origem e evolução da dívida estão amplamente disponíveis no site do Banco Central), como iria escolher quem não vai receber os juros? 3/; 2; 5; 131; 0; https://twitter.com/lauraabcarvalho/status/1236121705275367424; None; None
2020-03-07 02:47:29+00:00; lauraabcarvalho; @mirelafetter Ou seja, não devemos para um banco estrangeiro ou para o FMI. Emitimos títulos públicos em mercado. Esses títulos estão na mão de numerosos detentores, incluindo por exemplo fundos de pensão. Futuros aposentados da Petrobras, por exemplo. 2/; 3; 8; 134; 0; https://twitter.com/lauraabcarvalho/status/1236121262717652993; None; None
2020-03-07 02:46:14+00:00; lauraabcarvalho; @mirelafetter Vou fazer um fio pra você. Primeiro, porque ao contrário da dívida equatoriana ou outros casos de auditoria e posterior renegociação dos juros e prazos de pagamento, a dívida pública brasileira hoje (ao contrário da que tínhamos no anos 80) é mobiliária e interna. 1/; 10; 34; 278; 24; https://twitter.com/lauraabcarvalho/status/1236120949306667009; None; None
2020-03-07 02:39:48+00:00; lauraabcarvalho; @mirelafetter Se a Fatorelli gastasse o tempo dela debatendo ao invés de criar teorias da conspiração e divulgar dados falsos, você saberia que meu ponto não é esse. Faz a auditoria que quiser. Daí a achar que vai resolver nosso problema, são outros quinhentos.; 12; 8; 242; 1; https://twitter.com/lauraabcarvalho/status/1236119328606638080; None; None
2020-03-07 02:08:54+00:00; lauraabcarvalho; @julianopsol50 Tamo junto, vocês sabem que podem contar comigo sempre.; 3; 1; 129; 0; https://twitter.com/lauraabcarvalho/status/1236111550559158272; None; None
2020-03-07 02:04:07+00:00; lauraabcarvalho; @jucamposns Nenhum, só não sou...; 2; 0; 45; 0; https://twitter.com/lauraabcarvalho/status/1236110350015225861; None; None
2020-03-07 02:03:17+00:00; lauraabcarvalho; @claudferraz hahahaha daqui a pouco o PSOL inteiro estará usando o conceito de PIB privado.; 2; 0; 84; 0; https://twitter.com/lauraabcarvalho/status/1236110136982335490; None; None
2020-03-07 01:57:30+00:00; lauraabcarvalho; @CientistaDGente @claudio_couto Vou até ver se caiu algum dinheiro na minha conta.; 0; 0; 18; 0; https://twitter.com/lauraabcarvalho/status/1236108681969905664; None; None
2020-03-07 01:47:17+00:00; lauraabcarvalho; @pv_faria Verdade, ainda mais se for pra desmentir aquele gráfico de pizza.; 3; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1236106112530821120; None; None
2020-03-07 01:44:46+00:00; lauraabcarvalho; @pv_faria Hahahaha será que paga bem?; 1; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1236105480012992512; None; None
2020-03-07 01:43:29+00:00; lauraabcarvalho; @natpr10 Hahahaha meu deus; 5; 0; 218; 0; https://twitter.com/lauraabcarvalho/status/1236105154253987841; None; None
2020-03-07 01:36:51+00:00; lauraabcarvalho; @flaviaol Pois é, eu também!; 1; 1; 5; 0; https://twitter.com/lauraabcarvalho/status/1236103487085215744; None; None
2020-03-07 01:36:28+00:00; lauraabcarvalho; Gente aparentemente tem um vídeo da Maria Lucia Fatorelli da Auditoria da Dívida me acusando de ser uma infiltrada do mercado financeiro no PSOL. E eu aqui achando meio chato ter toda hora que explicar que não sou do PSOL.; 208; 204; 4741; 27; https://twitter.com/lauraabcarvalho/status/1236103388699516929; None; None
2020-03-07 01:20:55+00:00; lauraabcarvalho; @filosofohoje Hahahaha; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1236099476978380800; None; None
2020-03-07 01:19:09+00:00; lauraabcarvalho; Cancelado hoje o terceiro evento que eu tinha nos EUA em abril por conta do Coronavirus. Primeiro os Spring Meetings do FMI, depois a conferência anual do INET e agora a Brazil Conference.; 25; 34; 989; 5; https://twitter.com/lauraabcarvalho/status/1236099029966163968; None; None
2020-03-06 20:31:35+00:00; lauraabcarvalho; Inacreditável https://t.co/Ga1shv3KBa; 6; 14; 198; 2; https://twitter.com/lauraabcarvalho/status/1236026663206559745; None; https://twitter.com/Joao_P_Romero/status/1236018980898340864
2020-03-06 18:53:37+00:00; lauraabcarvalho; @CaioBellandi Acho que serve para refutar até mesmo o uso de demanda pública e demanda privada, que seria o conceito correto, se aplicado aos dados deles.; 2; 4; 110; 0; https://twitter.com/lauraabcarvalho/status/1236002008034930695; None; None
2020-03-06 18:15:31+00:00; lauraabcarvalho; Exatamente, o consumo do governo que também faz parte do PIB público cuja queda foi celebrada é estimado pelo IBGE com base em atendimentos do SUS e número de alunos na rede pública de ensino. https://t.co/tCzCMh5Lw5; 4; 49; 265; 2; https://twitter.com/lauraabcarvalho/status/1235992421407825920; None; https://twitter.com/JoseFevereiro/status/1235891424727613440
2020-03-06 18:05:38+00:00; lauraabcarvalho; Obviamente só existe um PIB. Mas note que o cálculo deles de PIB privado só exclui da Formação Bruta de Capital Fixo uma estimativa de investimentos da administração pública direta. Os investimentos das estatais (e.g. Petrobrás) ficaram dentro do tal PIB privado.; 82; 598; 4034; 51; https://twitter.com/lauraabcarvalho/status/1235989932797198336; None; None
2020-03-06 17:35:48+00:00; lauraabcarvalho; Cuidado ministro, esse tipo de coisa contribui pra aumentar o tal PIB público que o Sr. mesmo declarou ser algo indesejável. https://t.co/nsJIX5JEGD; 34; 227; 2587; 8; https://twitter.com/lauraabcarvalho/status/1235982425769074692; None; https://twitter.com/tarcisiogdf/status/1235371223472918529
2020-03-06 14:13:25+00:00; lauraabcarvalho; @perpheito Claro que vi, eles tiram o G, que no Brasil é estimado com leitos no SUS e matrículas no ensino etc e a parte pública da FBCF. Já escrevi outros tweets sobre. O conceito fere o princípio básico das contas nacionais.; 2; 3; 150; 0; https://twitter.com/lauraabcarvalho/status/1235931493698068481; None; None
2020-03-06 12:25:05+00:00; lauraabcarvalho; @flaviaol Exato, tudo a celebrada queda do “PIB público”; 2; 7; 125; 0; https://twitter.com/lauraabcarvalho/status/1235904232022315008; None; None
2020-03-06 11:11:48+00:00; lauraabcarvalho; @nathfinancas Você que é! 😍; 3; 1; 111; 0; https://twitter.com/lauraabcarvalho/status/1235885787985649664; None; None
2020-03-06 10:57:46+00:00; lauraabcarvalho; A questão é que se eles usassem o conceito certo de demanda privada e demanda pública, ficaria claro que o que estão celebrando é essencialmente o corte de investimentos do governo (em infraestrutura por exemplo) e não uma alocação melhor de recursos produtivos.; 49; 793; 4742; 26; https://twitter.com/lauraabcarvalho/status/1235882259103784960; None; None
2020-03-06 02:00:45+00:00; lauraabcarvalho; @mromaurod cadê? acha pra mim...; 10; 1; 53; 0; https://twitter.com/lauraabcarvalho/status/1235747114891665408; None; None
2020-03-06 01:52:24+00:00; lauraabcarvalho; Bateu uma curiosidade e eu pesquisei “private GDP”. Trata-se mesmo de uma inovação única no mundo.; 119; 565; 4393; 47; https://twitter.com/lauraabcarvalho/status/1235745012568207370; None; None
2020-03-06 00:36:15+00:00; lauraabcarvalho; @wiseguypt @armandopedra 😂😂😂😂😂; 1; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1235725848331894788; None; None
2020-03-06 00:34:51+00:00; lauraabcarvalho; @armandopedra Eu entrei na graduação no primeiro ano de governo Lula. No último ano eu estava no meio do doutorado começando a entender alguma coisa de macroeconomia. Se eu tivesse escrito alguma coisa sobre o país, seria totalmente descartável.; 1; 0; 5; 0; https://twitter.com/lauraabcarvalho/status/1235725493607022604; None; None
2020-03-06 00:27:41+00:00; lauraabcarvalho; Só li verdades https://t.co/H6oqHfPD6c; 5; 37; 411; 1; https://twitter.com/lauraabcarvalho/status/1235723693956923392; None; https://twitter.com/folha/status/1235638969892667392
2020-03-05 23:02:44+00:00; lauraabcarvalho; @maxwell_benz O problema é que quem se ferra mesmo é a população.; 4; 1; 183; 0; https://twitter.com/lauraabcarvalho/status/1235702312829620225; None; None
2020-03-05 22:59:14+00:00; lauraabcarvalho; É economista de mercado defendendo câmbio competitivo, Rodrigo Maia defendendo gasto público e equipe econômica criando um novo sistema de contas nacionais. A vida não está nada fácil essa semana pra quem acreditava nessa agenda. Estou quase compadecida.; 82; 703; 5862; 36; https://twitter.com/lauraabcarvalho/status/1235701431543398400; None; None
2020-03-05 22:19:49+00:00; lauraabcarvalho; @VictorDouradoA Tem um fio de resposta de um tuiteiro nota 10 aí nos comentários que explicou direitinho; 1; 0; 32; 0; https://twitter.com/lauraabcarvalho/status/1235691512517648384; None; None
2020-03-05 22:15:09+00:00; lauraabcarvalho; @MarcioVagner2 @lftofoli Perfeito, tirou 10 na minha prova.; 4; 3; 289; 0; https://twitter.com/lauraabcarvalho/status/1235690338196623360; None; None
2020-03-05 21:25:27+00:00; lauraabcarvalho; Vou usar o PIB privado celebrado pelo governo na minha aula de contabilidade social na graduação. É o exemplo perfeito de falta de consistência com a identidade básica entre renda, produto e despesa que norteia o sistema de contas nacionais.; 123; 853; 7099; 45; https://twitter.com/lauraabcarvalho/status/1235677832715464704; None; None
2020-03-05 02:05:38+00:00; lauraabcarvalho; Água mole em pedra dura... https://t.co/MHRZvYe4Qn; 46; 207; 2159; 10; https://twitter.com/lauraabcarvalho/status/1235385953121964032; None; https://twitter.com/folha/status/1235297713530580998
2020-03-05 01:31:56+00:00; lauraabcarvalho; @Raphael19220878 Fica atento aqui!! https://t.co/oJatRgwBo4; 1; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1235377472532815878; None; None
2020-03-05 01:25:22+00:00; lauraabcarvalho; Está tudo tão repetitivo que eu nem preciso mais fazer coluna semanal e muito menos livro novo...; 17; 30; 546; 6; https://twitter.com/lauraabcarvalho/status/1235375819129851904; None; None
